installment_id,order_id,user_id,merchant_id,installment_number,due_date,paid_date,status,late_days,anchor_date,late_days_final,is_late,signup_date,kyc_level,user_city,account_status,account_age_days,kyc_level_num,account_status_num,user_trust_score,late_payment_rate_90d,avg_late_days_90d,max_late_days_90d,on_time_payment_rate_90d,num_active_plans,repayment_severity_score,load_pressure_score,total_orders_30d,avg_order_amount_30d,max_order_amount_30d,sum_order_amount_30d,spend_pressure_score,currency,dispute_count_90d,refund_count_90d,context_friction_score,checkout_start_30d,checkout_success_30d,checkout_abandon_30d,checkout_abandon_rate_30d,checkout_friction_score,merchant_name,category,city_merchant,merchant_status,merchant_status_num,merchant_dispute_rate_90d,merchant_refund_rate_90d,merchant_risk_score
inst_0000883,order_000536,user_00175,merchant_0061,1,2025-12-04,2025-12-03,paid,0.0,2025-12-04,0.0,0,2025-11-03,full,Rabat,active,31,2,1,2.5,,,,,0,0.8,0.0,1,2043.0,2043.0,2043.0,4.850857243018135,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 61,fashion,Casablanca,active,1,0.0,0.0,0.0
inst_0000884,order_000536,user_00175,merchant_0061,2,2026-01-03,2026-01-08,late,5.0,2026-01-03,5.0,1,2025-11-03,full,Rabat,active,61,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,3105.0,3105.0,3105.0,5.101913474449158,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 61,fashion,Casablanca,active,1,0.0,0.0,0.0
inst_0000885,order_000536,user_00175,merchant_0061,3,2026-02-02,2026-02-02,paid,0.0,2026-02-02,0.0,0,2025-11-03,full,Rabat,active,91,2,1,2.5,0.6666666666666666,10.0,15.0,0.3333333333333333,1,3.286798714180475,0.6931471805599453,1,412.0,412.0,412.0,3.891327428000598,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 61,fashion,Casablanca,active,1,0.0,0.0,0.0
inst_0000886,order_000537,user_00175,merchant_0001,1,2026-01-21,2026-02-05,late,15.0,2026-01-21,15.0,1,2025-11-03,full,Rabat,active,79,2,1,2.5,0.5,5.0,5.0,0.5,0,2.4042316284596383,0.0,1,3105.0,3105.0,3105.0,5.101913474449158,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 1,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000888,order_000537,user_00175,merchant_0001,3,2026-03-22,2026-03-21,paid,0.0,2026-03-22,0.0,0,2025-11-03,full,Rabat,active,139,2,1,2.5,0.4,10.0,15.0,0.6,1,2.6734653808471416,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 1,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000889,order_000538,user_00175,merchant_0091,1,2026-02-20,2026-02-18,paid,0.0,2026-02-20,0.0,0,2025-11-03,full,Rabat,active,109,2,1,2.5,0.5,10.0,15.0,0.5,0,2.9034653808471416,0.0,1,412.0,412.0,412.0,3.891327428000598,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 91,travel,Casablanca,active,1,0.07692307692307693,0.07692307692307693,0.23076923076923078
inst_0000891,order_000538,user_00175,merchant_0091,3,2026-04-21,2026-04-20,paid,0.0,2026-04-21,0.0,0,2025-11-03,full,Rabat,active,169,2,1,2.5,0.16666666666666666,15.0,15.0,0.8333333333333334,2,2.32414543890118,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 91,travel,Casablanca,active,1,0.2,0.2,0.6000000000000001
inst_0000892,order_000539,user_00176,merchant_0022,1,2025-11-07,2025-11-24,late,17.0,2025-11-07,17.0,1,2025-09-26,basic,Casablanca,active,42,1,1,2.0,,,,,0,0.8,0.0,1,2746.0,2746.0,2746.0,5.0282176838811425,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 22,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000893,order_000539,user_00176,merchant_0022,2,2025-12-07,2025-12-06,paid,0.0,2025-12-07,0.0,0,2025-09-26,basic,Casablanca,active,72,1,1,2.0,1.0,17.0,17.0,0.0,0,4.323260230527315,0.0,1,811.0,811.0,811.0,4.296959076320984,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 22,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000894,order_000539,user_00176,merchant_0022,3,2026-01-06,2026-01-13,late,7.0,2026-01-06,7.0,1,2025-09-26,basic,Casablanca,active,102,1,1,2.0,0.6666666666666666,20.0,23.0,0.3333333333333333,1,3.6912053182646343,0.6931471805599453,1,1355.0,1355.0,1355.0,4.604635553324182,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 22,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000895,order_000541,user_00176,merchant_0003,1,2025-12-31,2026-01-23,late,23.0,2025-12-31,23.0,1,2025-09-26,basic,Casablanca,active,96,1,1,2.0,0.5,17.0,17.0,0.5,0,3.173260230527315,0.0,2,1083.0,1355.0,2166.0,4.766821596567448,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 3,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000896,order_000541,user_00176,merchant_0003,2,2026-01-30,2026-02-18,late,19.0,2026-01-30,19.0,1,2025-09-26,basic,Casablanca,active,126,1,1,2.0,0.75,15.666666666666666,23.0,0.25,0,3.7673161244496076,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 3,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000897,order_000541,user_00176,merchant_0003,3,2026-03-01,2026-02-28,paid,0.0,2026-03-01,0.0,0,2025-09-26,basic,Casablanca,active,156,1,1,2.0,0.75,16.333333333333332,23.0,0.25,0,3.7869264810262484,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 3,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000898,order_000543,user_00178,merchant_0043,1,2025-12-01,2025-11-29,paid,0.0,2025-12-01,0.0,0,2025-10-25,basic,Rabat,active,37,1,1,2.0,,,,,0,0.8,0.0,1,1544.0,1544.0,1544.0,4.682926385823086,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 43,travel,Casablanca,active,1,0.08333333333333333,0.0,0.16666666666666666
inst_0000899,order_000543,user_00178,merchant_0043,2,2025-12-31,2025-12-30,paid,0.0,2025-12-31,0.0,0,2025-10-25,basic,Rabat,active,67,1,1,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 43,travel,Casablanca,active,1,0.047619047619047616,0.0,0.09523809523809523
inst_0000900,order_000543,user_00178,merchant_0043,3,2026-01-30,2026-01-30,paid,0.0,2026-01-30,0.0,0,2025-10-25,basic,Rabat,active,97,1,1,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 43,travel,Casablanca,active,1,0.05263157894736842,0.0,0.10526315789473684
inst_0000901,order_000545,user_00179,merchant_0053,1,2025-12-26,2025-12-25,paid,0.0,2025-12-26,0.0,0,2025-10-03,full,Casablanca,active,84,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,2,2821.5,3313.0,5643.0,5.302991634259149,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 53,travel,Marrakech,active,1,0.1,0.05,0.25
inst_0000903,order_000545,user_00179,merchant_0053,3,2026-02-24,2026-03-19,late,23.0,2026-02-24,23.0,1,2025-10-03,full,Casablanca,active,144,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 53,travel,Marrakech,active,1,0.2,0.13333333333333333,0.5333333333333333
inst_0000904,order_000547,user_00179,merchant_0087,1,2025-12-08,2025-12-06,paid,0.0,2025-12-08,0.0,0,2025-10-03,full,Casablanca,active,66,2,1,2.5,,,,,0,0.8,0.0,3,2728.0,3313.0,8184.0,5.418064463239861,MAD,0,0,0.0,3,2,1,0.3333333333333333,1.359813847226612,Merchant 87,fashion,Casablanca,active,1,0.06666666666666667,0.0,0.13333333333333333
inst_0000905,order_000547,user_00179,merchant_0087,2,2026-01-07,2026-01-06,paid,0.0,2026-01-07,0.0,0,2025-10-03,full,Casablanca,active,96,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2330.0,2330.0,2330.0,4.929690455645432,MAD,1,0,1.0,1,1,0,0.0,0.0,Merchant 87,fashion,Casablanca,active,1,0.05263157894736842,0.0,0.10526315789473684
inst_0000906,order_000547,user_00179,merchant_0087,3,2026-02-06,2026-02-05,paid,0.0,2026-02-06,0.0,0,2025-10-03,full,Casablanca,active,126,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 87,fashion,Casablanca,active,1,0.07142857142857142,0.0,0.14285714285714285
inst_0000907,order_000548,user_00179,merchant_0020,1,2026-01-19,2026-01-18,paid,0.0,2026-01-19,0.0,0,2025-10-03,full,Casablanca,active,108,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2330.0,2330.0,2330.0,4.929690455645432,MAD,1,1,1.5,1,1,0,0.0,0.0,Merchant 20,electronics,Casablanca,active,1,0.04,0.0,0.08
inst_0000908,order_000548,user_00179,merchant_0020,2,2026-02-18,2026-02-16,paid,0.0,2026-02-18,0.0,0,2025-10-03,full,Casablanca,active,138,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 20,electronics,Casablanca,active,1,0.038461538461538464,0.0,0.07692307692307693
inst_0000909,order_000548,user_00179,merchant_0020,3,2026-03-20,2026-03-19,paid,0.0,2026-03-20,0.0,0,2025-10-03,full,Casablanca,active,168,2,1,2.5,0.14285714285714285,23.0,23.0,0.8571428571428571,1,2.5532091098149907,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 20,electronics,Casablanca,active,1,0.07142857142857142,0.0,0.14285714285714285
inst_0000912,order_000554,user_00181,merchant_0021,3,2026-03-12,2026-03-12,paid,0.0,2026-03-12,0.0,0,2025-12-02,full,Casablanca,active,100,2,1,2.5,0.0,0.0,0.0,1.0,2,0.0,1.0986122886681098,1,2917.0,2917.0,2917.0,5.064451109673616,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 21,travel,Marrakech,active,1,0.06666666666666667,0.0,0.13333333333333333
inst_0000913,order_000555,user_00181,merchant_0001,1,2026-02-17,2026-02-16,paid,0.0,2026-02-17,0.0,0,2025-12-02,full,Casablanca,active,77,2,1,2.5,0.0,0.0,0.0,1.0,2,0.0,1.0986122886681098,1,567.0,567.0,567.0,4.082531723456669,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 1,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000914,order_000555,user_00181,merchant_0001,2,2026-03-19,2026-03-18,paid,0.0,2026-03-19,0.0,0,2025-12-02,full,Casablanca,active,107,2,1,2.5,0.0,0.0,0.0,1.0,2,0.0,1.0986122886681098,1,2917.0,2917.0,2917.0,5.064451109673616,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 1,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000915,order_000555,user_00181,merchant_0001,3,2026-04-18,2026-04-26,late,8.0,2026-04-18,8.0,1,2025-12-02,full,Casablanca,active,137,2,1,2.5,0.0,0.0,0.0,1.0,2,0.0,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 1,fashion,Marrakech,active,1,0.0,0.0,0.0
inst_0000916,order_000557,user_00181,merchant_0096,1,2026-03-28,2026-03-27,paid,0.0,2026-03-28,0.0,0,2025-12-02,full,Casablanca,active,116,2,1,2.5,0.0,0.0,0.0,1.0,2,0.0,1.0986122886681098,1,2917.0,2917.0,2917.0,5.064451109673616,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 96,travel,Rabat,active,1,0.14285714285714285,0.07142857142857142,0.3571428571428571
inst_0000917,order_000557,user_00181,merchant_0096,2,2026-04-27,2026-04-25,paid,0.0,2026-04-27,0.0,0,2025-12-02,full,Casablanca,active,146,2,1,2.5,0.16666666666666666,8.0,8.0,0.8333333333333334,2,1.921390537468687,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 96,travel,Rabat,active,1,0.14285714285714285,0.14285714285714285,0.42857142857142855
inst_0000918,order_000557,user_00181,merchant_0096,3,2026-05-27,2026-06-01,late,5.0,2026-05-27,5.0,1,2025-12-02,full,Casablanca,active,176,2,1,2.5,0.2,8.0,8.0,0.8,2,1.9980572041353537,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 96,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000919,order_000559,user_00182,merchant_0014,1,2026-01-06,2026-01-04,paid,0.0,2026-01-06,0.0,0,2025-10-17,full,Rabat,active,81,2,1,2.5,,,,,0,0.8,0.0,1,1126.0,1126.0,1126.0,4.493647580647844,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 14,electronics,Marrakech,active,1,0.05,0.0,0.1
inst_0000920,order_000559,user_00182,merchant_0014,2,2026-02-05,2026-02-05,paid,0.0,2026-02-05,0.0,0,2025-10-17,full,Rabat,active,111,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 14,electronics,Marrakech,active,1,0.1,0.05,0.25
inst_0000921,order_000559,user_00182,merchant_0014,3,2026-03-07,2026-03-06,paid,0.0,2026-03-07,0.0,0,2025-10-17,full,Rabat,active,141,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 14,electronics,Marrakech,active,1,0.125,0.0625,0.3125
inst_0000922,order_000560,user_00183,merchant_0072,1,2025-12-31,2025-12-31,paid,0.0,2025-12-31,0.0,0,2025-11-14,full,Rabat,active,47,2,1,2.5,,,,,0,0.8,0.0,1,763.0,763.0,763.0,4.260399545723891,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 72,fashion,Marrakech,active,1,0.09523809523809523,0.0,0.19047619047619047
inst_0000923,order_000560,user_00183,merchant_0072,2,2026-01-30,2026-02-05,late,6.0,2026-01-30,6.0,1,2025-11-14,full,Rabat,active,77,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 72,fashion,Marrakech,active,1,0.13636363636363635,0.045454545454545456,0.3181818181818182
inst_0000924,order_000560,user_00183,merchant_0072,3,2026-03-01,2026-03-01,paid,0.0,2026-03-01,0.0,0,2025-11-14,full,Rabat,active,107,2,1,2.5,0.5,6.0,6.0,0.5,0,2.5121371043387195,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 72,fashion,Marrakech,active,1,0.21428571428571427,0.14285714285714285,0.5714285714285714
inst_0000925,order_000561,user_00184,merchant_0013,1,2025-12-14,2025-12-13,paid,0.0,2025-12-14,0.0,0,2025-10-14,basic,Marrakech,suspended,61,1,-1,0.0,,,,,0,0.8,0.0,1,2332.0,2332.0,2332.0,4.930205035436836,MAD,0,0,0.0,1,0,1,1.0,2.6931471805599454,Merchant 13,fashion,Rabat,active,1,0.0,0.0,0.0
inst_0000926,order_000561,user_00184,merchant_0013,2,2026-01-13,2026-01-11,paid,0.0,2026-01-13,0.0,0,2025-10-14,basic,Marrakech,suspended,91,1,-1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1978.0,1978.0,1978.0,4.831467039585517,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 13,fashion,Rabat,active,1,0.0,0.0,0.0
inst_0000927,order_000561,user_00184,merchant_0013,3,2026-02-12,2026-02-10,paid,0.0,2026-02-12,0.0,0,2025-10-14,basic,Marrakech,suspended,121,1,-1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 13,fashion,Rabat,active,1,0.0,0.0,0.0
inst_0000928,order_000562,user_00184,merchant_0006,1,2026-01-24,2026-01-23,paid,0.0,2026-01-24,0.0,0,2025-10-14,basic,Marrakech,suspended,102,1,-1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1978.0,1978.0,1978.0,4.831467039585517,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 6,home,Rabat,active,1,0.041666666666666664,0.041666666666666664,0.125
inst_0000929,order_000562,user_00184,merchant_0006,2,2026-02-23,2026-02-23,paid,0.0,2026-02-23,0.0,0,2025-10-14,basic,Marrakech,suspended,132,1,-1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 6,home,Rabat,active,1,0.07692307692307693,0.038461538461538464,0.19230769230769232
inst_0000930,order_000562,user_00184,merchant_0006,3,2026-03-25,2026-03-23,paid,0.0,2026-03-25,0.0,0,2025-10-14,basic,Marrakech,suspended,162,1,-1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 6,home,Rabat,active,1,0.1111111111111111,0.1111111111111111,0.3333333333333333
inst_0000931,order_000563,user_00185,merchant_0116,1,2025-12-29,2026-01-17,late,19.0,2025-12-29,19.0,1,2025-10-29,full,Rabat,active,61,2,1,2.5,,,,,0,0.8,0.0,2,2476.0,2681.0,4952.0,5.176035753772219,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 116,travel,Marrakech,active,1,0.0,0.0,0.0
inst_0000932,order_000563,user_00185,merchant_0116,2,2026-01-28,2026-02-07,late,10.0,2026-01-28,10.0,1,2025-10-29,full,Rabat,active,91,2,1,2.5,1.0,19.0,19.0,0.0,0,4.397012591487793,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 116,travel,Marrakech,active,1,0.05263157894736842,0.05263157894736842,0.15789473684210525
inst_0000933,order_000563,user_00185,merchant_0116,3,2026-02-27,2026-03-20,late,21.0,2026-02-27,21.0,1,2025-10-29,full,Rabat,active,121,2,1,2.5,1.0,14.5,19.0,0.0,0,4.269566466673399,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 116,travel,Marrakech,active,1,0.06666666666666667,0.06666666666666667,0.2
inst_0000934,order_000567,user_00187,merchant_0071,1,2025-12-28,2025-12-26,paid,0.0,2025-12-28,0.0,0,2025-10-05,full,Casablanca,active,84,2,1,2.5,0.25,7.0,7.0,0.75,0,2.030609079175885,0.0,2,2331.0,2792.0,4662.0,5.20036785503435,MAD,1,1,1.5,2,2,0,0.0,0.0,Merchant 71,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000935,order_000567,user_00187,merchant_0071,2,2026-01-27,2026-01-26,paid,0.0,2026-01-27,0.0,0,2025-10-05,full,Casablanca,active,114,2,1,2.5,0.25,13.5,20.0,0.75,1,2.5209788122579493,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 71,travel,Rabat,active,1,0.07692307692307693,0.07692307692307693,0.23076923076923078
inst_0000936,order_000567,user_00187,merchant_0071,3,2026-02-26,2026-02-24,paid,0.0,2026-02-26,0.0,0,2025-10-05,full,Casablanca,active,144,2,1,2.5,0.125,20.0,20.0,0.875,0,2.4186657064063963,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 71,travel,Rabat,active,1,0.07142857142857142,0.07142857142857142,0.21428571428571427
inst_0000937,order_000568,user_00187,merchant_0097,1,2025-11-16,2025-11-14,paid,0.0,2025-11-16,0.0,0,2025-10-05,full,Casablanca,active,42,2,1,2.5,1.0,7.0,7.0,0.0,1,3.755609079175885,0.6931471805599453,1,3430.0,3430.0,3430.0,5.1616230979390485,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 97,electronics,Marrakech,active,1,0.0,0.0,0.0
inst_0000938,order_000568,user_00187,merchant_0097,2,2025-12-16,2025-12-16,paid,0.0,2025-12-16,0.0,0,2025-10-05,full,Casablanca,active,72,2,1,2.5,0.3333333333333333,7.0,7.0,0.6666666666666666,0,2.222275745842552,0.0,2,2331.0,2792.0,4662.0,5.20036785503435,MAD,1,1,1.5,2,2,0,0.0,0.0,Merchant 97,electronics,Marrakech,active,1,0.05555555555555555,0.05555555555555555,0.16666666666666666
inst_0000939,order_000568,user_00187,merchant_0097,3,2026-01-15,2026-02-04,late,20.0,2026-01-15,20.0,1,2025-10-05,full,Casablanca,active,102,2,1,2.5,0.14285714285714285,7.0,7.0,0.8571428571428571,0,1.7841805077473136,0.0,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 97,electronics,Marrakech,active,1,0.05,0.05,0.15000000000000002
inst_0000940,order_000569,user_00187,merchant_0045,1,2026-01-10,2026-01-10,paid,0.0,2026-01-10,0.0,0,2025-10-05,full,Casablanca,active,97,2,1,2.5,0.16666666666666666,7.0,7.0,0.8333333333333334,0,1.8389424125092184,0.0,1,1870.0,1870.0,1870.0,4.797795867988431,MAD,1,1,1.5,1,1,0,0.0,0.0,Merchant 45,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000941,order_000569,user_00187,merchant_0045,2,2026-02-09,2026-02-07,paid,0.0,2026-02-09,0.0,0,2025-10-05,full,Casablanca,active,127,2,1,2.5,0.125,20.0,20.0,0.875,0,2.4186657064063963,0.0,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 45,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000942,order_000569,user_00187,merchant_0045,3,2026-03-11,2026-03-17,late,6.0,2026-03-11,6.0,1,2025-10-05,full,Casablanca,active,157,2,1,2.5,0.125,20.0,20.0,0.875,0,2.4186657064063963,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 45,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000943,order_000570,user_00187,merchant_0074,1,2025-11-10,2025-11-17,late,7.0,2025-11-10,7.0,1,2025-10-05,full,Casablanca,active,36,2,1,2.5,,,,,0,0.8,0.0,2,3645.5,3861.0,7291.0,5.394809193260319,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 74,home,Marrakech,active,1,0.0,0.0,0.0
inst_0000944,order_000570,user_00187,merchant_0074,2,2025-12-10,2025-12-10,paid,0.0,2025-12-10,0.0,0,2025-10-05,full,Casablanca,active,66,2,1,2.5,0.5,7.0,7.0,0.5,0,2.605609079175885,0.0,1,2792.0,2792.0,2792.0,5.038181811791084,MAD,1,1,1.5,1,1,0,0.0,0.0,Merchant 74,home,Marrakech,active,1,0.0,0.0,0.0
inst_0000945,order_000570,user_00187,merchant_0074,3,2026-01-09,2026-01-08,paid,0.0,2026-01-09,0.0,0,2025-10-05,full,Casablanca,active,96,2,1,2.5,0.2,7.0,7.0,0.8,0,1.915609079175885,0.0,1,1870.0,1870.0,1870.0,4.797795867988431,MAD,1,1,1.5,1,1,0,0.0,0.0,Merchant 74,home,Marrakech,active,1,0.0,0.0,0.0
inst_0000946,order_000571,user_00188,merchant_0086,1,2026-01-07,2026-01-05,paid,0.0,2026-01-07,0.0,0,2025-12-06,basic,Casablanca,active,32,1,1,2.0,,,,,0,0.8,0.0,1,2171.0,2171.0,2171.0,4.887301080856274,MAD,0,0,0.0,1,0,1,1.0,2.6931471805599454,Merchant 86,travel,Rabat,active,1,0.11764705882352941,0.058823529411764705,0.29411764705882354
inst_0000947,order_000571,user_00188,merchant_0086,2,2026-02-06,2026-02-16,late,10.0,2026-02-06,10.0,1,2025-12-06,basic,Casablanca,active,62,1,1,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2690.0,2690.0,2690.0,5.015859762660122,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 86,travel,Rabat,active,1,0.125,0.0625,0.3125
inst_0000948,order_000571,user_00188,merchant_0086,3,2026-03-08,2026-03-08,paid,0.0,2026-03-08,0.0,0,2025-12-06,basic,Casablanca,active,92,1,1,2.0,0.5,10.0,10.0,0.5,0,2.8285266909588596,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 86,travel,Rabat,active,1,0.0625,0.0,0.125
inst_0000949,order_000576,user_00190,merchant_0111,1,2026-02-14,2026-02-12,paid,0.0,2026-02-14,0.0,0,2025-12-09,full,Casablanca,active,67,2,1,2.5,,,,,0,0.8,0.0,2,1385.5,1696.0,2771.0,4.90141527460778,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 111,travel,Rabat,active,1,0.09523809523809523,0.047619047619047616,0.23809523809523808
inst_0000950,order_000576,user_00190,merchant_0111,2,2026-03-16,2026-03-19,late,3.0,2026-03-16,3.0,1,2025-12-09,full,Casablanca,active,97,2,1,2.5,0.5,3.0,3.0,0.5,0,2.1204060527839235,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 111,travel,Rabat,active,1,0.11764705882352941,0.058823529411764705,0.29411764705882354
inst_0000952,order_000577,user_00190,merchant_0057,1,2026-02-24,2026-02-27,late,3.0,2026-02-24,3.0,1,2025-12-09,full,Casablanca,active,77,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1075.0,1075.0,1075.0,4.465862316657016,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 57,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000953,order_000577,user_00190,merchant_0057,2,2026-03-26,2026-03-24,paid,0.0,2026-03-26,0.0,0,2025-12-09,full,Casablanca,active,107,2,1,2.5,0.6666666666666666,3.0,3.0,0.3333333333333333,0,2.5037393861172568,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 57,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000954,order_000577,user_00190,merchant_0057,3,2026-04-25,2026-04-23,paid,0.0,2026-04-25,0.0,0,2025-12-09,full,Casablanca,active,137,2,1,2.5,0.4,3.0,3.0,0.6,1,1.8904060527839237,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 57,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000955,order_000578,user_00191,merchant_0056,1,2025-11-28,2025-12-16,late,18.0,2025-11-28,18.0,1,2025-10-28,full,Casablanca,active,31,2,1,2.5,,,,,0,0.8,0.0,1,637.0,637.0,637.0,4.1522618422308515,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 56,home,Marrakech,active,1,0.0,0.0,0.0
inst_0000956,order_000578,user_00191,merchant_0056,2,2025-12-28,2025-12-26,paid,0.0,2025-12-28,0.0,0,2025-10-28,full,Casablanca,active,61,2,1,2.5,1.0,18.0,18.0,0.0,0,4.361107285416508,0.0,1,2482.0,2482.0,2482.0,4.967592543528878,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 56,home,Marrakech,active,1,0.0,0.0,0.0
inst_0000957,order_000578,user_00191,merchant_0056,3,2026-01-27,2026-01-25,paid,0.0,2026-01-27,0.0,0,2025-10-28,full,Casablanca,active,91,2,1,2.5,0.3333333333333333,18.0,18.0,0.6666666666666666,0,2.8277739520831746,0.0,1,2841.0,2841.0,2841.0,5.048616857418206,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 56,home,Marrakech,active,1,0.1111111111111111,0.1111111111111111,0.3333333333333333
