payment_id,installment_id,order_id,user_id,merchant_id,payment_date,amount,payment_channel,status
pay_0000930,inst_0000959,order_000580,user_00191,merchant_0072,2026-02-06,827.33,wallet,success
pay_0000931,inst_0000960,order_000580,user_00191,merchant_0072,2026-03-08,827.33,card,success
pay_0000932,inst_0000961,order_000582,user_00192,merchant_0115,2026-02-12,266.33,card,failed
pay_0000933,inst_0000962,order_000582,user_00192,merchant_0115,2026-03-13,266.33,wallet,success
pay_0000934,inst_0000963,order_000582,user_00192,merchant_0115,2026-04-12,266.33,card,success
pay_0000935,inst_0000964,order_000583,user_00192,merchant_0083,2026-02-17,1122.67,card,success
pay_0000936,inst_0000965,order_000583,user_00192,merchant_0083,2026-03-17,1122.67,card,success
pay_0000937,inst_0000966,order_000583,user_00192,merchant_0083,2026-05-05,1122.67,card,success
pay_0000938,inst_0000967,order_000593,user_00195,merchant_0118,2025-12-31,705.33,wallet,failed
pay_0000939,inst_0000968,order_000593,user_00195,merchant_0118,2026-01-31,705.33,wallet,success
pay_0000940,inst_0000969,order_000593,user_00195,merchant_0118,2026-03-01,705.33,card,success
pay_0000941,inst_0000970,order_000594,user_00195,merchant_0118,2026-01-04,424.33,wallet,success
pay_0000942,inst_0000971,order_000594,user_00195,merchant_0118,2026-02-04,424.33,wallet,success
pay_0000943,inst_0000972,order_000594,user_00195,merchant_0118,2026-03-06,424.33,card,success
pay_0000944,inst_0000973,order_000595,user_00195,merchant_0049,2026-01-20,980.33,wallet,success
pay_0000945,inst_0000974,order_000595,user_00195,merchant_0049,2026-02-26,980.33,card,success
pay_0000946,inst_0000975,order_000595,user_00195,merchant_0049,2026-04-02,980.33,wallet,success
pay_0000947,inst_0000977,order_000598,user_00196,merchant_0049,2026-01-20,457.0,card,success
pay_0000948,inst_0000978,order_000598,user_00196,merchant_0049,2026-02-19,457.0,wallet,success
pay_0000949,inst_0000979,order_000599,user_00196,merchant_0067,2025-11-24,385.0,card,success
pay_0000950,inst_0000980,order_000599,user_00196,merchant_0067,2026-01-09,385.0,card,success
pay_0000951,inst_0000981,order_000599,user_00196,merchant_0067,2026-01-23,385.0,card,success
pay_0000952,inst_0000982,order_000602,user_00196,merchant_0043,2025-11-23,727.0,card,success
pay_0000953,inst_0000983,order_000602,user_00196,merchant_0043,2025-12-16,727.0,wallet,success
pay_0000954,inst_0000984,order_000602,user_00196,merchant_0043,2026-01-04,727.0,card,success
pay_0000955,inst_0000985,order_000604,user_00197,merchant_0066,2026-01-25,430.0,card,success
pay_0000956,inst_0000986,order_000604,user_00197,merchant_0066,2026-02-23,430.0,card,success
pay_0000957,inst_0000987,order_000604,user_00197,merchant_0066,2026-04-15,430.0,wallet,success
pay_0000958,inst_0000988,order_000605,user_00198,merchant_0059,2026-03-09,1176.67,card,success
pay_0000959,inst_0000989,order_000605,user_00198,merchant_0059,2026-04-08,1176.67,card,failed
pay_0000960,inst_0000991,order_000606,user_00198,merchant_0055,2026-03-02,1249.67,card,success
pay_0000961,inst_0000992,order_000606,user_00198,merchant_0055,2026-04-01,1249.67,card,success
pay_0000962,inst_0000993,order_000606,user_00198,merchant_0055,2026-05-01,1249.67,card,success
pay_0000963,inst_0000994,order_000607,user_00198,merchant_0002,2026-01-03,228.33,wallet,success
pay_0000964,inst_0000995,order_000607,user_00198,merchant_0002,2026-02-02,228.33,card,success
pay_0000965,inst_0000996,order_000607,user_00198,merchant_0002,2026-03-04,228.33,card,success
pay_0000966,inst_0000997,order_000610,user_00199,merchant_0064,2026-01-01,356.67,wallet,success
pay_0000967,inst_0000998,order_000610,user_00199,merchant_0064,2026-01-25,356.67,wallet,success
pay_0000968,inst_0000999,order_000610,user_00199,merchant_0064,2026-02-24,356.67,card,failed
pay_0000969,inst_0001000,order_000611,user_00200,merchant_0120,2026-01-31,446.67,card,failed
pay_0000970,inst_0001001,order_000611,user_00200,merchant_0120,2026-03-05,446.67,wallet,success
pay_0000971,inst_0001002,order_000611,user_00200,merchant_0120,2026-04-01,446.67,wallet,success
pay_0000972,inst_0001004,order_000615,user_00201,merchant_0047,2026-01-20,417.67,card,success
pay_0000973,inst_0001005,order_000615,user_00201,merchant_0047,2026-02-19,417.67,card,success
pay_0000974,inst_0001007,order_000617,user_00203,merchant_0072,2026-02-04,167.33,wallet,success
pay_0000975,inst_0001008,order_000617,user_00203,merchant_0072,2026-03-08,167.33,wallet,success
pay_0000976,inst_0001009,order_000619,user_00203,merchant_0027,2025-11-16,1104.67,wallet,success
pay_0000977,inst_0001010,order_000619,user_00203,merchant_0027,2025-12-14,1104.67,card,success
pay_0000978,inst_0001011,order_000619,user_00203,merchant_0027,2026-01-20,1104.67,card,success
pay_0000979,inst_0001012,order_000621,user_00204,merchant_0116,2025-12-10,371.33,card,success
pay_0000980,inst_0001014,order_000621,user_00204,merchant_0116,2026-02-07,371.33,card,success
pay_0000981,inst_0001015,order_000623,user_00204,merchant_0006,2026-01-03,835.33,card,success
pay_0000982,inst_0001016,order_000623,user_00204,merchant_0006,2026-02-02,835.33,wallet,success
pay_0000983,inst_0001017,order_000623,user_00204,merchant_0006,2026-03-13,835.33,card,success
pay_0000984,inst_0001018,order_000626,user_00206,merchant_0083,2025-11-05,1253.0,wallet,success
pay_0000985,inst_0001019,order_000626,user_00206,merchant_0083,2025-12-06,1253.0,card,success
pay_0000986,inst_0001020,order_000626,user_00206,merchant_0083,2026-01-23,1253.0,wallet,success
pay_0000987,inst_0001021,order_000627,user_00206,merchant_0075,2025-11-27,931.0,wallet,success
pay_0000988,inst_0001022,order_000627,user_00206,merchant_0075,2025-12-28,931.0,card,success
pay_0000989,inst_0001023,order_000627,user_00206,merchant_0075,2026-01-28,931.0,card,success
pay_0000990,inst_0001024,order_000628,user_00206,merchant_0087,2025-11-14,517.33,card,success
pay_0000991,inst_0001025,order_000628,user_00206,merchant_0087,2025-12-14,517.33,card,success
pay_0000992,inst_0001026,order_000628,user_00206,merchant_0087,2026-01-13,517.33,card,success
pay_0000993,inst_0001027,order_000633,user_00207,merchant_0105,2025-12-23,201.67,wallet,success
pay_0000994,inst_0001028,order_000633,user_00207,merchant_0105,2026-01-21,201.67,card,success
pay_0000995,inst_0001029,order_000633,user_00207,merchant_0105,2026-02-21,201.67,wallet,success
pay_0000996,inst_0001030,order_000634,user_00208,merchant_0001,2025-11-29,445.33,wallet,success
pay_0000997,inst_0001031,order_000634,user_00208,merchant_0001,2025-12-31,445.33,card,success
pay_0000998,inst_0001032,order_000634,user_00208,merchant_0001,2026-01-28,445.33,wallet,success
pay_0000999,inst_0001033,order_000635,user_00208,merchant_0051,2025-12-31,557.0,wallet,success
pay_0001000,inst_0001034,order_000635,user_00208,merchant_0051,2026-01-30,557.0,card,success
pay_0001001,inst_0001035,order_000635,user_00208,merchant_0051,2026-03-02,557.0,wallet,success
pay_0001002,inst_0001036,order_000641,user_00209,merchant_0039,2025-11-18,629.33,card,success
pay_0001003,inst_0001037,order_000641,user_00209,merchant_0039,2025-12-16,629.33,wallet,success
pay_0001004,inst_0001038,order_000641,user_00209,merchant_0039,2026-01-17,629.33,card,success
pay_0001005,inst_0001039,order_000642,user_00210,merchant_0047,2025-12-20,603.33,card,success
pay_0001006,inst_0001040,order_000642,user_00210,merchant_0047,2026-01-18,603.33,wallet,success
pay_0001007,inst_0001041,order_000642,user_00210,merchant_0047,2026-02-17,603.33,wallet,success
pay_0001008,inst_0001042,order_000643,user_00211,merchant_0019,2026-01-11,1108.0,card,success
pay_0001009,inst_0001043,order_000643,user_00211,merchant_0019,2026-02-11,1108.0,wallet,failed
pay_0001010,inst_0001044,order_000643,user_00211,merchant_0019,2026-03-11,1108.0,wallet,success
pay_0001011,inst_0001045,order_000644,user_00212,merchant_0039,2026-01-15,679.0,wallet,success
pay_0001012,inst_0001046,order_000644,user_00212,merchant_0039,2026-02-12,679.0,card,success
pay_0001013,inst_0001047,order_000644,user_00212,merchant_0039,2026-03-15,679.0,card,success
pay_0001014,inst_0001048,order_000647,user_00212,merchant_0055,2026-02-04,567.67,wallet,success
pay_0001015,inst_0001049,order_000647,user_00212,merchant_0055,2026-03-06,567.67,wallet,success
pay_0001016,inst_0001050,order_000647,user_00212,merchant_0055,2026-04-30,567.67,card,success
pay_0001017,inst_0001051,order_000648,user_00212,merchant_0044,2026-02-21,230.0,wallet,success
pay_0001018,inst_0001052,order_000648,user_00212,merchant_0044,2026-03-21,230.0,card,success
pay_0001019,inst_0001054,order_000649,user_00213,merchant_0075,2025-12-13,665.0,wallet,success
pay_0001020,inst_0001055,order_000649,user_00213,merchant_0075,2026-01-27,665.0,card,failed
pay_0001021,inst_0001056,order_000649,user_00213,merchant_0075,2026-02-15,665.0,card,success
pay_0001022,inst_0001057,order_000650,user_00213,merchant_0041,2025-12-30,749.33,card,success
pay_0001023,inst_0001058,order_000650,user_00213,merchant_0041,2026-01-05,749.33,wallet,failed
pay_0001024,inst_0001059,order_000650,user_00213,merchant_0041,2026-02-02,749.33,wallet,success
pay_0001025,inst_0001060,order_000651,user_00213,merchant_0056,2025-12-03,839.67,wallet,success
pay_0001026,inst_0001061,order_000651,user_00213,merchant_0056,2026-01-03,839.67,wallet,success
pay_0001027,inst_0001062,order_000651,user_00213,merchant_0056,2026-02-12,839.67,wallet,success
pay_0001028,inst_0001063,order_000653,user_00214,merchant_0104,2025-12-27,388.33,wallet,success
pay_0001029,inst_0001064,order_000653,user_00214,merchant_0104,2026-01-27,388.33,wallet,success
pay_0001030,inst_0001065,order_000653,user_00214,merchant_0104,2026-02-25,388.33,wallet,success
pay_0001031,inst_0001066,order_000656,user_00215,merchant_0045,2026-04-14,1161.33,wallet,success
pay_0001032,inst_0001067,order_000656,user_00215,merchant_0045,2026-05-20,1161.33,card,success
pay_0001033,inst_0001068,order_000656,user_00215,merchant_0045,2026-06-15,1161.33,wallet,success
pay_0001034,inst_0001069,order_000657,user_00215,merchant_0001,2026-01-31,1003.33,wallet,success
pay_0001035,inst_0001070,order_000657,user_00215,merchant_0001,2026-03-08,1003.33,wallet,success
pay_0001036,inst_0001071,order_000657,user_00215,merchant_0001,2026-03-30,1003.33,wallet,success
pay_0001037,inst_0001072,order_000660,user_00216,merchant_0020,2026-02-12,666.33,card,success
pay_0001038,inst_0001073,order_000660,user_00216,merchant_0020,2026-03-13,666.33,card,success
pay_0001039,inst_0001074,order_000660,user_00216,merchant_0020,2026-05-07,666.33,card,success
pay_0001040,inst_0001075,order_000661,user_00216,merchant_0033,2026-01-22,703.33,card,success
pay_0001041,inst_0001076,order_000661,user_00216,merchant_0033,2026-02-21,703.33,wallet,success
pay_0001042,inst_0001077,order_000661,user_00216,merchant_0033,2026-03-22,703.33,wallet,success
pay_0001043,inst_0001078,order_000663,user_00216,merchant_0006,2026-01-31,452.33,card,success
pay_0001044,inst_0001079,order_000663,user_00216,merchant_0006,2026-03-03,452.33,wallet,success
pay_0001045,inst_0001080,order_000663,user_00216,merchant_0006,2026-04-03,452.33,card,failed
pay_0001046,inst_0001081,order_000664,user_00216,merchant_0050,2026-01-20,148.33,wallet,failed
pay_0001047,inst_0001082,order_000664,user_00216,merchant_0050,2026-02-19,148.33,card,success
pay_0001048,inst_0001083,order_000664,user_00216,merchant_0050,2026-03-20,148.33,wallet,success
pay_0001049,inst_0001084,order_000666,user_00217,merchant_0112,2025-12-22,168.0,wallet,success
pay_0001050,inst_0001085,order_000666,user_00217,merchant_0112,2026-01-19,168.0,wallet,success
pay_0001051,inst_0001086,order_000666,user_00217,merchant_0112,2026-02-19,168.0,card,success
pay_0001052,inst_0001087,order_000668,user_00217,merchant_0057,2026-01-15,161.33,wallet,success
pay_0001053,inst_0001088,order_000668,user_00217,merchant_0057,2026-02-14,161.33,card,success
pay_0001054,inst_0001089,order_000668,user_00217,merchant_0057,2026-03-14,161.33,wallet,success
pay_0001055,inst_0001090,order_000669,user_00218,merchant_0057,2026-01-19,213.0,wallet,success
pay_0001056,inst_0001091,order_000669,user_00218,merchant_0057,2026-02-14,213.0,card,success
pay_0001057,inst_0001092,order_000669,user_00218,merchant_0057,2026-03-14,213.0,wallet,success
pay_0001058,inst_0001093,order_000670,user_00218,merchant_0039,2025-12-26,946.0,wallet,success
pay_0001059,inst_0001095,order_000670,user_00218,merchant_0039,2026-02-22,946.0,card,success
pay_0001060,inst_0001096,order_000671,user_00218,merchant_0017,2026-01-29,177.33,wallet,success
pay_0001061,inst_0001097,order_000671,user_00218,merchant_0017,2026-02-27,177.33,wallet,success
pay_0001062,inst_0001098,order_000671,user_00218,merchant_0017,2026-03-30,177.33,wallet,success
pay_0001063,inst_0001099,order_000672,user_00219,merchant_0007,2026-01-19,752.33,wallet,failed
pay_0001064,inst_0001100,order_000672,user_00219,merchant_0007,2026-02-16,752.33,card,success
pay_0001065,inst_0001101,order_000672,user_00219,merchant_0007,2026-03-18,752.33,card,success
pay_0001066,inst_0001102,order_000673,user_00220,merchant_0085,2025-10-23,259.67,wallet,success
pay_0001067,inst_0001103,order_000673,user_00220,merchant_0085,2025-11-30,259.67,card,success
pay_0001068,inst_0001104,order_000673,user_00220,merchant_0085,2025-12-21,259.67,wallet,success
pay_0001069,inst_0001105,order_000674,user_00220,merchant_0006,2026-01-17,1114.67,wallet,success
pay_0001070,inst_0001106,order_000674,user_00220,merchant_0006,2026-01-25,1114.67,wallet,success
pay_0001071,inst_0001107,order_000674,user_00220,merchant_0006,2026-03-16,1114.67,wallet,success
pay_0001072,inst_0001108,order_000675,user_00220,merchant_0103,2026-01-01,195.0,wallet,success
pay_0001073,inst_0001109,order_000675,user_00220,merchant_0103,2026-01-27,195.0,card,success
pay_0001074,inst_0001110,order_000675,user_00220,merchant_0103,2026-02-25,195.0,wallet,success
pay_0001075,inst_0001111,order_000677,user_00220,merchant_0026,2025-12-08,137.0,wallet,success
pay_0001076,inst_0001112,order_000677,user_00220,merchant_0026,2026-01-06,137.0,wallet,success
pay_0001077,inst_0001113,order_000677,user_00220,merchant_0026,2026-02-05,137.0,card,success
pay_0001078,inst_0001114,order_000681,user_00222,merchant_0077,2026-01-10,223.67,card,failed
pay_0001079,inst_0001115,order_000681,user_00222,merchant_0077,2026-02-07,223.67,card,success
pay_0001080,inst_0001116,order_000681,user_00222,merchant_0077,2026-03-09,223.67,card,success
pay_0001081,inst_0001117,order_000682,user_00222,merchant_0012,2026-01-30,787.0,wallet,failed
pay_0001082,inst_0001118,order_000682,user_00222,merchant_0012,2026-03-02,787.0,wallet,success
pay_0001083,inst_0001119,order_000682,user_00222,merchant_0012,2026-04-01,787.0,wallet,success
pay_0001084,inst_0001120,order_000683,user_00222,merchant_0098,2026-02-22,1262.0,card,success
pay_0001085,inst_0001121,order_000683,user_00222,merchant_0098,2026-02-27,1262.0,card,success
pay_0001086,inst_0001122,order_000683,user_00222,merchant_0098,2026-03-29,1262.0,card,success
pay_0001087,inst_0001123,order_000684,user_00222,merchant_0120,2025-11-15,496.33,wallet,success
pay_0001088,inst_0001124,order_000684,user_00222,merchant_0120,2025-12-17,496.33,card,failed
pay_0001089,inst_0001125,order_000684,user_00222,merchant_0120,2026-01-14,496.33,wallet,success
pay_0001090,inst_0001126,order_000686,user_00223,merchant_0014,2026-02-06,436.33,card,success
pay_0001091,inst_0001127,order_000686,user_00223,merchant_0014,2026-03-10,436.33,card,success
pay_0001092,inst_0001128,order_000686,user_00223,merchant_0014,2026-04-08,436.33,card,success
pay_0001093,inst_0001129,order_000687,user_00223,merchant_0120,2025-12-21,1263.33,wallet,success
pay_0001094,inst_0001130,order_000687,user_00223,merchant_0120,2026-01-19,1263.33,card,success
pay_0001095,inst_0001131,order_000687,user_00223,merchant_0120,2026-02-17,1263.33,card,success
pay_0001096,inst_0001132,order_000688,user_00223,merchant_0027,2025-12-15,559.33,card,success
pay_0001097,inst_0001133,order_000688,user_00223,merchant_0027,2026-01-06,559.33,wallet,success
pay_0001098,inst_0001134,order_000688,user_00223,merchant_0027,2026-02-07,559.33,wallet,success
pay_0001099,inst_0001135,order_000689,user_00223,merchant_0102,2025-12-28,1006.33,card,success
pay_0001100,inst_0001136,order_000689,user_00223,merchant_0102,2026-01-28,1006.33,card,success
pay_0001101,inst_0001137,order_000689,user_00223,merchant_0102,2026-03-09,1006.33,card,success
pay_0001102,inst_0001138,order_000690,user_00224,merchant_0087,2026-01-11,1037.33,card,success
pay_0001103,inst_0001139,order_000690,user_00224,merchant_0087,2026-02-16,1037.33,wallet,success
pay_0001104,inst_0001140,order_000690,user_00224,merchant_0087,2026-03-19,1037.33,wallet,success
pay_0001105,inst_0001141,order_000691,user_00224,merchant_0077,2025-11-14,152.33,wallet,success
pay_0001106,inst_0001142,order_000691,user_00224,merchant_0077,2025-12-14,152.33,card,success
pay_0001107,inst_0001143,order_000691,user_00224,merchant_0077,2026-02-04,152.33,wallet,success
pay_0001108,inst_0001144,order_000692,user_00224,merchant_0095,2026-01-28,694.0,card,success
pay_0001109,inst_0001145,order_000692,user_00224,merchant_0095,2026-02-26,694.0,wallet,success
pay_0001110,inst_0001146,order_000692,user_00224,merchant_0095,2026-04-14,694.0,card,success
pay_0001111,inst_0001147,order_000693,user_00225,merchant_0114,2026-03-17,432.67,wallet,success
pay_0001112,inst_0001148,order_000693,user_00225,merchant_0114,2026-04-18,432.67,card,success
pay_0001113,inst_0001149,order_000693,user_00225,merchant_0114,2026-06-09,432.67,wallet,success
pay_0001114,inst_0001150,order_000694,user_00226,merchant_0022,2026-01-11,446.67,card,success
pay_0001115,inst_0001151,order_000694,user_00226,merchant_0022,2026-02-10,446.67,wallet,failed
pay_0001116,inst_0001152,order_000694,user_00226,merchant_0022,2026-03-12,446.67,wallet,failed
pay_0001117,inst_0001153,order_000695,user_00226,merchant_0019,2026-01-27,610.0,card,success
pay_0001118,inst_0001154,order_000695,user_00226,merchant_0019,2026-02-26,610.0,wallet,success
pay_0001119,inst_0001155,order_000695,user_00226,merchant_0019,2026-03-30,610.0,wallet,success
pay_0001120,inst_0001156,order_000696,user_00226,merchant_0072,2026-01-19,333.0,wallet,success
pay_0001121,inst_0001157,order_000696,user_00226,merchant_0072,2026-02-18,333.0,wallet,success
pay_0001122,inst_0001158,order_000696,user_00226,merchant_0072,2026-03-21,333.0,card,success
pay_0001123,inst_0001159,order_000698,user_00227,merchant_0101,2025-11-22,404.0,card,success
pay_0001124,inst_0001160,order_000698,user_00227,merchant_0101,2025-12-22,404.0,wallet,success
pay_0001125,inst_0001161,order_000698,user_00227,merchant_0101,2026-01-19,404.0,wallet,success
pay_0001126,inst_0001162,order_000699,user_00227,merchant_0109,2025-11-07,136.0,card,success
pay_0001127,inst_0001163,order_000699,user_00227,merchant_0109,2025-12-08,136.0,wallet,success
pay_0001128,inst_0001164,order_000699,user_00227,merchant_0109,2026-01-07,136.0,wallet,failed
pay_0001129,inst_0001165,order_000700,user_00227,merchant_0112,2026-01-17,110.67,wallet,success
pay_0001130,inst_0001166,order_000700,user_00227,merchant_0112,2026-02-16,110.67,card,success
pay_0001131,inst_0001167,order_000700,user_00227,merchant_0112,2026-03-19,110.67,wallet,failed
pay_0001132,inst_0001168,order_000702,user_00228,merchant_0051,2025-11-26,759.0,wallet,success
pay_0001133,inst_0001169,order_000702,user_00228,merchant_0051,2025-12-25,759.0,wallet,success
pay_0001134,inst_0001170,order_000702,user_00228,merchant_0051,2026-01-25,759.0,wallet,success
pay_0001135,inst_0001171,order_000703,user_00228,merchant_0111,2026-01-20,538.0,wallet,failed
pay_0001136,inst_0001172,order_000703,user_00228,merchant_0111,2026-03-06,538.0,card,failed
pay_0001137,inst_0001173,order_000703,user_00228,merchant_0111,2026-03-21,538.0,card,failed
pay_0001138,inst_0001174,order_000704,user_00228,merchant_0115,2025-11-02,843.0,card,success
pay_0001139,inst_0001175,order_000704,user_00228,merchant_0115,2025-12-01,843.0,card,success
pay_0001140,inst_0001176,order_000704,user_00228,merchant_0115,2025-12-31,843.0,card,success
pay_0001141,inst_0001177,order_000705,user_00228,merchant_0002,2026-01-20,536.67,card,success
pay_0001142,inst_0001178,order_000705,user_00228,merchant_0002,2026-02-19,536.67,card,failed
pay_0001143,inst_0001179,order_000705,user_00228,merchant_0002,2026-03-19,536.67,card,success
pay_0001144,inst_0001181,order_000708,user_00229,merchant_0008,2026-03-31,1230.33,wallet,success
pay_0001145,inst_0001182,order_000708,user_00229,merchant_0008,2026-04-22,1230.33,card,success
pay_0001146,inst_0001183,order_000709,user_00229,merchant_0105,2026-01-23,504.0,wallet,success
pay_0001147,inst_0001185,order_000709,user_00229,merchant_0105,2026-04-02,504.0,card,success
pay_0001148,inst_0001186,order_000710,user_00229,merchant_0027,2026-03-04,1107.33,card,success
pay_0001149,inst_0001187,order_000710,user_00229,merchant_0027,2026-04-10,1107.33,card,success
pay_0001150,inst_0001188,order_000710,user_00229,merchant_0027,2026-05-02,1107.33,wallet,success
pay_0001151,inst_0001189,order_000711,user_00230,merchant_0046,2026-01-13,548.0,card,success
pay_0001152,inst_0001190,order_000711,user_00230,merchant_0046,2026-02-12,548.0,wallet,success
pay_0001153,inst_0001191,order_000711,user_00230,merchant_0046,2026-03-14,548.0,wallet,success
pay_0001154,inst_0001192,order_000712,user_00230,merchant_0046,2026-02-10,152.67,wallet,success
pay_0001155,inst_0001193,order_000712,user_00230,merchant_0046,2026-03-11,152.67,wallet,success
pay_0001156,inst_0001194,order_000712,user_00230,merchant_0046,2026-04-12,152.67,wallet,failed
pay_0001157,inst_0001195,order_000713,user_00230,merchant_0105,2026-01-10,723.33,wallet,success
pay_0001158,inst_0001196,order_000713,user_00230,merchant_0105,2026-02-09,723.33,card,success
pay_0001159,inst_0001197,order_000713,user_00230,merchant_0105,2026-03-12,723.33,card,success
pay_0001160,inst_0001198,order_000714,user_00230,merchant_0024,2026-03-31,307.33,wallet,success
pay_0001161,inst_0001199,order_000714,user_00230,merchant_0024,2026-04-30,307.33,card,success
pay_0001162,inst_0001200,order_000714,user_00230,merchant_0024,2026-06-01,307.33,wallet,success
pay_0001163,inst_0001201,order_000715,user_00231,merchant_0088,2025-11-29,911.33,wallet,success
pay_0001164,inst_0001202,order_000715,user_00231,merchant_0088,2025-12-31,911.33,wallet,success
pay_0001165,inst_0001203,order_000715,user_00231,merchant_0088,2026-02-23,911.33,wallet,success
pay_0001166,inst_0001204,order_000716,user_00232,merchant_0039,2026-04-11,1052.33,wallet,success
pay_0001167,inst_0001205,order_000716,user_00232,merchant_0039,2026-05-01,1052.33,card,success
pay_0001168,inst_0001206,order_000716,user_00232,merchant_0039,2026-06-06,1052.33,card,success
pay_0001169,inst_0001207,order_000717,user_00232,merchant_0002,2026-03-07,1066.33,card,success
pay_0001170,inst_0001208,order_000717,user_00232,merchant_0002,2026-04-06,1066.33,card,success
pay_0001171,inst_0001209,order_000717,user_00232,merchant_0002,2026-05-06,1066.33,wallet,success
pay_0001172,inst_0001210,order_000718,user_00232,merchant_0081,2026-03-01,513.0,card,success
pay_0001173,inst_0001211,order_000718,user_00232,merchant_0081,2026-03-31,513.0,card,success
pay_0001174,inst_0001212,order_000718,user_00232,merchant_0081,2026-05-10,513.0,card,success
pay_0001175,inst_0001213,order_000719,user_00232,merchant_0017,2026-03-20,1076.33,card,success
pay_0001176,inst_0001214,order_000719,user_00232,merchant_0017,2026-04-19,1076.33,wallet,success
pay_0001177,inst_0001215,order_000719,user_00232,merchant_0017,2026-05-19,1076.33,wallet,success
pay_0001178,inst_0001216,order_000720,user_00233,merchant_0069,2026-02-12,1182.67,wallet,success
pay_0001179,inst_0001217,order_000720,user_00233,merchant_0069,2026-02-17,1182.67,card,failed
pay_0001180,inst_0001218,order_000720,user_00233,merchant_0069,2026-03-18,1182.67,wallet,success
pay_0001181,inst_0001219,order_000723,user_00233,merchant_0066,2025-12-12,560.67,card,success
pay_0001182,inst_0001220,order_000723,user_00233,merchant_0066,2025-12-31,560.67,card,success
pay_0001183,inst_0001221,order_000723,user_00233,merchant_0066,2026-02-14,560.67,wallet,success
pay_0001184,inst_0001222,order_000724,user_00234,merchant_0006,2026-03-05,570.33,wallet,success
pay_0001185,inst_0001223,order_000724,user_00234,merchant_0006,2026-04-03,570.33,card,success
pay_0001186,inst_0001224,order_000724,user_00234,merchant_0006,2026-05-05,570.33,card,success
pay_0001187,inst_0001225,order_000725,user_00234,merchant_0029,2026-01-21,259.33,card,success
pay_0001188,inst_0001226,order_000725,user_00234,merchant_0029,2026-02-19,259.33,wallet,success
pay_0001189,inst_0001227,order_000725,user_00234,merchant_0029,2026-03-21,259.33,card,success
pay_0001190,inst_0001228,order_000726,user_00234,merchant_0070,2026-01-10,413.0,card,success
pay_0001191,inst_0001229,order_000726,user_00234,merchant_0070,2026-02-09,413.0,card,success
pay_0001192,inst_0001230,order_000726,user_00234,merchant_0070,2026-03-11,413.0,card,success
pay_0001193,inst_0001231,order_000727,user_00235,merchant_0105,2026-03-20,138.67,wallet,success
pay_0001194,inst_0001232,order_000727,user_00235,merchant_0105,2026-04-20,138.67,wallet,success
pay_0001195,inst_0001233,order_000727,user_00235,merchant_0105,2026-05-21,138.67,wallet,success
pay_0001196,inst_0001234,order_000728,user_00235,merchant_0100,2026-04-02,326.33,card,success
pay_0001197,inst_0001235,order_000728,user_00235,merchant_0100,2026-05-02,326.33,wallet,failed
pay_0001198,inst_0001236,order_000728,user_00235,merchant_0100,2026-06-02,326.33,card,success
pay_0001199,inst_0001237,order_000731,user_00236,merchant_0034,2026-01-01,584.33,card,failed
pay_0001200,inst_0001238,order_000731,user_00236,merchant_0034,2026-01-30,584.33,card,success
pay_0001201,inst_0001239,order_000731,user_00236,merchant_0034,2026-03-18,584.33,wallet,success
pay_0001202,inst_0001240,order_000734,user_00236,merchant_0011,2025-12-15,372.67,card,success
pay_0001203,inst_0001241,order_000734,user_00236,merchant_0011,2026-01-12,372.67,card,success
pay_0001204,inst_0001242,order_000734,user_00236,merchant_0011,2026-02-18,372.67,wallet,success
pay_0001205,inst_0001243,order_000735,user_00237,merchant_0012,2026-01-02,1332.67,card,failed
pay_0001206,inst_0001244,order_000735,user_00237,merchant_0012,2026-02-03,1332.67,wallet,success
pay_0001207,inst_0001245,order_000735,user_00237,merchant_0012,2026-03-04,1332.67,card,success
pay_0001208,inst_0001246,order_000737,user_00237,merchant_0069,2026-01-21,402.67,card,success
pay_0001209,inst_0001247,order_000737,user_00237,merchant_0069,2026-02-21,402.67,wallet,success
pay_0001210,inst_0001249,order_000738,user_00237,merchant_0085,2026-01-01,1127.33,card,success
pay_0001211,inst_0001250,order_000738,user_00237,merchant_0085,2026-02-13,1127.33,wallet,success
pay_0001212,inst_0001251,order_000738,user_00237,merchant_0085,2026-03-01,1127.33,card,success
pay_0001213,inst_0001252,order_000741,user_00238,merchant_0019,2026-02-12,471.0,wallet,success
pay_0001214,inst_0001253,order_000741,user_00238,merchant_0019,2026-03-06,471.0,card,success
pay_0001215,inst_0001254,order_000741,user_00238,merchant_0019,2026-04-05,471.0,card,success
pay_0001216,inst_0001255,order_000743,user_00239,merchant_0104,2026-01-12,671.33,card,success
pay_0001217,inst_0001256,order_000743,user_00239,merchant_0104,2026-02-10,671.33,card,success
pay_0001218,inst_0001257,order_000743,user_00239,merchant_0104,2026-03-12,671.33,card,success
pay_0001219,inst_0001259,order_000745,user_00239,merchant_0041,2026-03-24,658.0,wallet,success
pay_0001220,inst_0001260,order_000745,user_00239,merchant_0041,2026-05-10,658.0,card,success
pay_0001221,inst_0001261,order_000746,user_00240,merchant_0059,2025-12-17,653.0,wallet,success
pay_0001222,inst_0001262,order_000746,user_00240,merchant_0059,2026-01-17,653.0,card,success
pay_0001223,inst_0001263,order_000746,user_00240,merchant_0059,2026-02-17,653.0,wallet,success
pay_0001224,inst_0001264,order_000747,user_00241,merchant_0108,2026-02-06,1173.0,card,success
