installment_id,order_id,user_id,merchant_id,installment_number,due_date,paid_date,status,late_days
inst_0000892,order_000539,user_00176,merchant_0022,1,2025-11-07,2025-11-24,late,17.0
inst_0000893,order_000539,user_00176,merchant_0022,2,2025-12-07,2025-12-06,paid,0.0
inst_0000894,order_000539,user_00176,merchant_0022,3,2026-01-06,2026-01-13,late,7.0
inst_0000895,order_000541,user_00176,merchant_0003,1,2025-12-31,2026-01-23,late,23.0
inst_0000896,order_000541,user_00176,merchant_0003,2,2026-01-30,2026-02-18,late,19.0
inst_0000897,order_000541,user_00176,merchant_0003,3,2026-03-01,2026-02-28,paid,0.0
inst_0000898,order_000543,user_00178,merchant_0043,1,2025-12-01,2025-11-29,paid,0.0
inst_0000899,order_000543,user_00178,merchant_0043,2,2025-12-31,2025-12-30,paid,0.0
inst_0000900,order_000543,user_00178,merchant_0043,3,2026-01-30,2026-01-30,paid,0.0
inst_0000901,order_000545,user_00179,merchant_0053,1,2025-12-26,2025-12-25,paid,0.0
inst_0000902,order_000545,user_00179,merchant_0053,2,2026-01-25,,unpaid,
inst_0000903,order_000545,user_00179,merchant_0053,3,2026-02-24,2026-03-19,late,23.0
inst_0000904,order_000547,user_00179,merchant_0087,1,2025-12-08,2025-12-06,paid,0.0
inst_0000905,order_000547,user_00179,merchant_0087,2,2026-01-07,2026-01-06,paid,0.0
inst_0000906,order_000547,user_00179,merchant_0087,3,2026-02-06,2026-02-05,paid,0.0
inst_0000907,order_000548,user_00179,merchant_0020,1,2026-01-19,2026-01-18,paid,0.0
inst_0000908,order_000548,user_00179,merchant_0020,2,2026-02-18,2026-02-16,paid,0.0
inst_0000909,order_000548,user_00179,merchant_0020,3,2026-03-20,2026-03-19,paid,0.0
inst_0000910,order_000554,user_00181,merchant_0021,1,2026-01-11,,unpaid,
inst_0000911,order_000554,user_00181,merchant_0021,2,2026-02-10,,unpaid,
inst_0000912,order_000554,user_00181,merchant_0021,3,2026-03-12,2026-03-12,paid,0.0
inst_0000913,order_000555,user_00181,merchant_0001,1,2026-02-17,2026-02-16,paid,0.0
inst_0000914,order_000555,user_00181,merchant_0001,2,2026-03-19,2026-03-18,paid,0.0
inst_0000915,order_000555,user_00181,merchant_0001,3,2026-04-18,2026-04-26,late,8.0
inst_0000916,order_000557,user_00181,merchant_0096,1,2026-03-28,2026-03-27,paid,0.0
inst_0000917,order_000557,user_00181,merchant_0096,2,2026-04-27,2026-04-25,paid,0.0
inst_0000918,order_000557,user_00181,merchant_0096,3,2026-05-27,2026-06-01,late,5.0
inst_0000919,order_000559,user_00182,merchant_0014,1,2026-01-06,2026-01-04,paid,0.0
inst_0000920,order_000559,user_00182,merchant_0014,2,2026-02-05,2026-02-05,paid,0.0
inst_0000921,order_000559,user_00182,merchant_0014,3,2026-03-07,2026-03-06,paid,0.0
inst_0000922,order_000560,user_00183,merchant_0072,1,2025-12-31,2025-12-31,paid,0.0
inst_0000923,order_000560,user_00183,merchant_0072,2,2026-01-30,2026-02-05,late,6.0
inst_0000924,order_000560,user_00183,merchant_0072,3,2026-03-01,2026-03-01,paid,0.0
inst_0000925,order_000561,user_00184,merchant_0013,1,2025-12-14,2025-12-13,paid,0.0
inst_0000926,order_000561,user_00184,merchant_0013,2,2026-01-13,2026-01-11,paid,0.0
inst_0000927,order_000561,user_00184,merchant_0013,3,2026-02-12,2026-02-10,paid,0.0
inst_0000928,order_000562,user_00184,merchant_0006,1,2026-01-24,2026-01-23,paid,0.0
inst_0000929,order_000562,user_00184,merchant_0006,2,2026-02-23,2026-02-23,paid,0.0
inst_0000930,order_000562,user_00184,merchant_0006,3,2026-03-25,2026-03-23,paid,0.0
inst_0000931,order_000563,user_00185,merchant_0116,1,2025-12-29,2026-01-17,late,19.0
inst_0000932,order_000563,user_00185,merchant_0116,2,2026-01-28,2026-02-07,late,10.0
inst_0000933,order_000563,user_00185,merchant_0116,3,2026-02-27,2026-03-20,late,21.0
inst_0000934,order_000567,user_00187,merchant_0071,1,2025-12-28,2025-12-26,paid,0.0
inst_0000935,order_000567,user_00187,merchant_0071,2,2026-01-27,2026-01-26,paid,0.0
inst_0000936,order_000567,user_00187,merchant_0071,3,2026-02-26,2026-02-24,paid,0.0
inst_0000937,order_000568,user_00187,merchant_0097,1,2025-11-16,2025-11-14,paid,0.0
inst_0000938,order_000568,user_00187,merchant_0097,2,2025-12-16,2025-12-16,paid,0.0
inst_0000939,order_000568,user_00187,merchant_0097,3,2026-01-15,2026-02-04,late,20.0
inst_0000940,order_000569,user_00187,merchant_0045,1,2026-01-10,2026-01-10,paid,0.0
inst_0000941,order_000569,user_00187,merchant_0045,2,2026-02-09,2026-02-07,paid,0.0
inst_0000942,order_000569,user_00187,merchant_0045,3,2026-03-11,2026-03-17,late,6.0
inst_0000943,order_000570,user_00187,merchant_0074,1,2025-11-10,2025-11-17,late,7.0
inst_0000944,order_000570,user_00187,merchant_0074,2,2025-12-10,2025-12-10,paid,0.0
inst_0000945,order_000570,user_00187,merchant_0074,3,2026-01-09,2026-01-08,paid,0.0
inst_0000946,order_000571,user_00188,merchant_0086,1,2026-01-07,2026-01-05,paid,0.0
inst_0000947,order_000571,user_00188,merchant_0086,2,2026-02-06,2026-02-16,late,10.0
inst_0000948,order_000571,user_00188,merchant_0086,3,2026-03-08,2026-03-08,paid,0.0
inst_0000949,order_000576,user_00190,merchant_0111,1,2026-02-14,2026-02-12,paid,0.0
inst_0000950,order_000576,user_00190,merchant_0111,2,2026-03-16,2026-03-19,late,3.0
inst_0000951,order_000576,user_00190,merchant_0111,3,2026-04-15,,unpaid,
inst_0000952,order_000577,user_00190,merchant_0057,1,2026-02-24,2026-02-27,late,3.0
inst_0000953,order_000577,user_00190,merchant_0057,2,2026-03-26,2026-03-24,paid,0.0
inst_0000954,order_000577,user_00190,merchant_0057,3,2026-04-25,2026-04-23,paid,0.0
inst_0000955,order_000578,user_00191,merchant_0056,1,2025-11-28,2025-12-16,late,18.0
inst_0000956,order_000578,user_00191,merchant_0056,2,2025-12-28,2025-12-26,paid,0.0
inst_0000957,order_000578,user_00191,merchant_0056,3,2026-01-27,2026-01-25,paid,0.0
inst_0000958,order_000580,user_00191,merchant_0072,1,2026-01-07,2026-01-07,paid,0.0
inst_0000959,order_000580,user_00191,merchant_0072,2,2026-02-06,2026-02-06,paid,0.0
inst_0000960,order_000580,user_00191,merchant_0072,3,2026-03-08,2026-03-08,paid,0.0
inst_0000961,order_000582,user_00192,merchant_0115,1,2026-02-12,,unpaid,
inst_0000962,order_000582,user_00192,merchant_0115,2,2026-03-14,2026-03-13,paid,0.0
inst_0000963,order_000582,user_00192,merchant_0115,3,2026-04-13,2026-04-12,paid,0.0
inst_0000964,order_000583,user_00192,merchant_0083,1,2026-02-17,2026-02-17,paid,0.0
inst_0000965,order_000583,user_00192,merchant_0083,2,2026-03-19,2026-03-17,paid,0.0
inst_0000966,order_000583,user_00192,merchant_0083,3,2026-04-18,2026-05-05,late,17.0
inst_0000967,order_000593,user_00195,merchant_0118,1,2026-01-02,2025-12-31,paid,0.0
inst_0000968,order_000593,user_00195,merchant_0118,2,2026-02-01,2026-01-31,paid,0.0
inst_0000969,order_000593,user_00195,merchant_0118,3,2026-03-03,2026-03-01,paid,0.0
inst_0000970,order_000594,user_00195,merchant_0118,1,2026-01-05,2026-01-04,paid,0.0
inst_0000971,order_000594,user_00195,merchant_0118,2,2026-02-04,2026-02-04,paid,0.0
inst_0000972,order_000594,user_00195,merchant_0118,3,2026-03-06,2026-03-06,paid,0.0
inst_0000973,order_000595,user_00195,merchant_0049,1,2026-01-20,2026-01-20,paid,0.0
inst_0000974,order_000595,user_00195,merchant_0049,2,2026-02-19,2026-02-26,late,7.0
inst_0000975,order_000595,user_00195,merchant_0049,3,2026-03-21,2026-04-02,late,12.0
inst_0000976,order_000598,user_00196,merchant_0049,1,2025-12-23,,unpaid,
inst_0000977,order_000598,user_00196,merchant_0049,2,2026-01-22,2026-01-20,paid,0.0
inst_0000978,order_000598,user_00196,merchant_0049,3,2026-02-21,2026-02-19,paid,0.0
inst_0000979,order_000599,user_00196,merchant_0067,1,2025-11-24,2025-11-24,paid,0.0
inst_0000980,order_000599,user_00196,merchant_0067,2,2025-12-24,2026-01-09,late,16.0
inst_0000981,order_000599,user_00196,merchant_0067,3,2026-01-23,2026-01-23,paid,0.0
inst_0000982,order_000602,user_00196,merchant_0043,1,2025-11-06,2025-11-23,late,17.0
inst_0000983,order_000602,user_00196,merchant_0043,2,2025-12-06,2025-12-16,late,10.0
inst_0000984,order_000602,user_00196,merchant_0043,3,2026-01-05,2026-01-04,paid,0.0
inst_0000985,order_000604,user_00197,merchant_0066,1,2026-01-25,2026-01-25,paid,0.0
inst_0000986,order_000604,user_00197,merchant_0066,2,2026-02-24,2026-02-23,paid,0.0
inst_0000987,order_000604,user_00197,merchant_0066,3,2026-03-26,2026-04-15,late,20.0
inst_0000988,order_000605,user_00198,merchant_0059,1,2026-03-09,2026-03-09,paid,0.0
inst_0000989,order_000605,user_00198,merchant_0059,2,2026-04-08,,unpaid,
inst_0000990,order_000605,user_00198,merchant_0059,3,2026-05-08,,unpaid,
inst_0000991,order_000606,user_00198,merchant_0055,1,2026-03-02,2026-03-02,paid,0.0
inst_0000992,order_000606,user_00198,merchant_0055,2,2026-04-01,2026-04-01,paid,0.0
inst_0000993,order_000606,user_00198,merchant_0055,3,2026-05-01,2026-05-01,paid,0.0
inst_0000994,order_000607,user_00198,merchant_0002,1,2026-01-05,2026-01-03,paid,0.0
inst_0000995,order_000607,user_00198,merchant_0002,2,2026-02-04,2026-02-02,paid,0.0
inst_0000996,order_000607,user_00198,merchant_0002,3,2026-03-06,2026-03-04,paid,0.0
inst_0000997,order_000610,user_00199,merchant_0064,1,2025-12-26,2026-01-01,late,6.0
inst_0000998,order_000610,user_00199,merchant_0064,2,2026-01-25,2026-01-25,paid,0.0
inst_0000999,order_000610,user_00199,merchant_0064,3,2026-02-24,,unpaid,
inst_0001000,order_000611,user_00200,merchant_0120,1,2026-01-31,,unpaid,
inst_0001001,order_000611,user_00200,merchant_0120,2,2026-03-02,2026-03-05,late,3.0
inst_0001002,order_000611,user_00200,merchant_0120,3,2026-04-01,2026-04-01,paid,0.0
inst_0001003,order_000615,user_00201,merchant_0047,1,2025-12-21,,unpaid,
inst_0001004,order_000615,user_00201,merchant_0047,2,2026-01-20,2026-01-20,paid,0.0
inst_0001005,order_000615,user_00201,merchant_0047,3,2026-02-19,2026-02-19,paid,0.0
inst_0001006,order_000617,user_00203,merchant_0072,1,2026-01-07,,unpaid,
inst_0001007,order_000617,user_00203,merchant_0072,2,2026-02-06,2026-02-04,paid,0.0
inst_0001008,order_000617,user_00203,merchant_0072,3,2026-03-08,2026-03-08,paid,0.0
inst_0001009,order_000619,user_00203,merchant_0027,1,2025-11-16,2025-11-16,paid,0.0
inst_0001010,order_000619,user_00203,merchant_0027,2,2025-12-16,2025-12-14,paid,0.0
inst_0001011,order_000619,user_00203,merchant_0027,3,2026-01-15,2026-01-20,late,5.0
inst_0001012,order_000621,user_00204,merchant_0116,1,2025-12-10,2025-12-10,paid,0.0
inst_0001013,order_000621,user_00204,merchant_0116,2,2026-01-09,,unpaid,
inst_0001014,order_000621,user_00204,merchant_0116,3,2026-02-08,2026-02-07,paid,0.0
inst_0001015,order_000623,user_00204,merchant_0006,1,2026-01-03,2026-01-03,paid,0.0
inst_0001016,order_000623,user_00204,merchant_0006,2,2026-02-02,2026-02-02,paid,0.0
inst_0001017,order_000623,user_00204,merchant_0006,3,2026-03-04,2026-03-13,late,9.0
inst_0001018,order_000626,user_00206,merchant_0083,1,2025-11-07,2025-11-05,paid,0.0
inst_0001019,order_000626,user_00206,merchant_0083,2,2025-12-07,2025-12-06,paid,0.0
inst_0001020,order_000626,user_00206,merchant_0083,3,2026-01-06,2026-01-23,late,17.0
inst_0001021,order_000627,user_00206,merchant_0075,1,2025-11-29,2025-11-27,paid,0.0
inst_0001022,order_000627,user_00206,merchant_0075,2,2025-12-29,2025-12-28,paid,0.0
inst_0001023,order_000627,user_00206,merchant_0075,3,2026-01-28,2026-01-28,paid,0.0
inst_0001024,order_000628,user_00206,merchant_0087,1,2025-11-16,2025-11-14,paid,0.0
inst_0001025,order_000628,user_00206,merchant_0087,2,2025-12-16,2025-12-14,paid,0.0
inst_0001026,order_000628,user_00206,merchant_0087,3,2026-01-15,2026-01-13,paid,0.0
inst_0001027,order_000633,user_00207,merchant_0105,1,2025-12-24,2025-12-23,paid,0.0
inst_0001028,order_000633,user_00207,merchant_0105,2,2026-01-23,2026-01-21,paid,0.0
inst_0001029,order_000633,user_00207,merchant_0105,3,2026-02-22,2026-02-21,paid,0.0
inst_0001030,order_000634,user_00208,merchant_0001,1,2025-12-01,2025-11-29,paid,0.0
inst_0001031,order_000634,user_00208,merchant_0001,2,2025-12-31,2025-12-31,paid,0.0
inst_0001032,order_000634,user_00208,merchant_0001,3,2026-01-30,2026-01-28,paid,0.0
inst_0001033,order_000635,user_00208,merchant_0051,1,2026-01-02,2025-12-31,paid,0.0
inst_0001034,order_000635,user_00208,merchant_0051,2,2026-02-01,2026-01-30,paid,0.0
inst_0001035,order_000635,user_00208,merchant_0051,3,2026-03-03,2026-03-02,paid,0.0
inst_0001036,order_000641,user_00209,merchant_0039,1,2025-11-18,2025-11-18,paid,0.0
inst_0001037,order_000641,user_00209,merchant_0039,2,2025-12-18,2025-12-16,paid,0.0
inst_0001038,order_000641,user_00209,merchant_0039,3,2026-01-17,2026-01-17,paid,0.0
inst_0001039,order_000642,user_00210,merchant_0047,1,2025-12-20,2025-12-20,paid,0.0
inst_0001040,order_000642,user_00210,merchant_0047,2,2026-01-19,2026-01-18,paid,0.0
inst_0001041,order_000642,user_00210,merchant_0047,3,2026-02-18,2026-02-17,paid,0.0
inst_0001042,order_000643,user_00211,merchant_0019,1,2026-01-12,2026-01-11,paid,0.0
inst_0001043,order_000643,user_00211,merchant_0019,2,2026-02-11,,unpaid,
inst_0001044,order_000643,user_00211,merchant_0019,3,2026-03-13,2026-03-11,paid,0.0
inst_0001045,order_000644,user_00212,merchant_0039,1,2026-01-15,2026-01-15,paid,0.0
inst_0001046,order_000644,user_00212,merchant_0039,2,2026-02-14,2026-02-12,paid,0.0
inst_0001047,order_000644,user_00212,merchant_0039,3,2026-03-16,2026-03-15,paid,0.0
inst_0001048,order_000647,user_00212,merchant_0055,1,2026-02-04,2026-02-04,paid,0.0
inst_0001049,order_000647,user_00212,merchant_0055,2,2026-03-06,2026-03-06,paid,0.0
inst_0001050,order_000647,user_00212,merchant_0055,3,2026-04-05,2026-04-30,late,25.0
inst_0001051,order_000648,user_00212,merchant_0044,1,2026-02-21,2026-02-21,paid,0.0
inst_0001052,order_000648,user_00212,merchant_0044,2,2026-03-23,2026-03-21,paid,0.0
inst_0001053,order_000648,user_00212,merchant_0044,3,2026-04-22,,unpaid,
inst_0001054,order_000649,user_00213,merchant_0075,1,2025-12-06,2025-12-13,late,7.0
inst_0001055,order_000649,user_00213,merchant_0075,2,2026-01-05,2026-01-27,late,22.0
inst_0001056,order_000649,user_00213,merchant_0075,3,2026-02-04,2026-02-15,late,11.0
inst_0001057,order_000650,user_00213,merchant_0041,1,2025-12-06,2025-12-30,late,24.0
inst_0001058,order_000650,user_00213,merchant_0041,2,2026-01-05,2026-01-05,paid,0.0
inst_0001059,order_000650,user_00213,merchant_0041,3,2026-02-04,2026-02-02,paid,0.0
inst_0001060,order_000651,user_00213,merchant_0056,1,2025-12-04,2025-12-03,paid,0.0
inst_0001061,order_000651,user_00213,merchant_0056,2,2026-01-03,2026-01-03,paid,0.0
inst_0001062,order_000651,user_00213,merchant_0056,3,2026-02-02,2026-02-12,late,10.0
inst_0001063,order_000653,user_00214,merchant_0104,1,2025-12-28,2025-12-27,paid,0.0
inst_0001064,order_000653,user_00214,merchant_0104,2,2026-01-27,2026-01-27,paid,0.0
inst_0001065,order_000653,user_00214,merchant_0104,3,2026-02-26,2026-02-25,paid,0.0
inst_0001066,order_000656,user_00215,merchant_0045,1,2026-04-09,2026-04-14,late,5.0
inst_0001067,order_000656,user_00215,merchant_0045,2,2026-05-09,2026-05-20,late,11.0
inst_0001068,order_000656,user_00215,merchant_0045,3,2026-06-08,2026-06-15,late,7.0
inst_0001069,order_000657,user_00215,merchant_0001,1,2026-01-31,2026-01-31,paid,0.0
inst_0001070,order_000657,user_00215,merchant_0001,2,2026-03-02,2026-03-08,late,6.0
inst_0001071,order_000657,user_00215,merchant_0001,3,2026-04-01,2026-03-30,paid,0.0
inst_0001072,order_000660,user_00216,merchant_0020,1,2026-02-12,2026-02-12,paid,0.0
inst_0001073,order_000660,user_00216,merchant_0020,2,2026-03-14,2026-03-13,paid,0.0
inst_0001074,order_000660,user_00216,merchant_0020,3,2026-04-13,2026-05-07,late,24.0
inst_0001075,order_000661,user_00216,merchant_0033,1,2026-01-22,2026-01-22,paid,0.0
inst_0001076,order_000661,user_00216,merchant_0033,2,2026-02-21,2026-02-21,paid,0.0
inst_0001077,order_000661,user_00216,merchant_0033,3,2026-03-23,2026-03-22,paid,0.0
inst_0001078,order_000663,user_00216,merchant_0006,1,2026-02-02,2026-01-31,paid,0.0
inst_0001079,order_000663,user_00216,merchant_0006,2,2026-03-04,2026-03-03,paid,0.0
inst_0001080,order_000663,user_00216,merchant_0006,3,2026-04-03,,unpaid,
inst_0001081,order_000664,user_00216,merchant_0050,1,2026-01-21,2026-01-20,paid,0.0
inst_0001082,order_000664,user_00216,merchant_0050,2,2026-02-20,2026-02-19,paid,0.0
inst_0001083,order_000664,user_00216,merchant_0050,3,2026-03-22,2026-03-20,paid,0.0
inst_0001084,order_000666,user_00217,merchant_0112,1,2025-12-22,2025-12-22,paid,0.0
inst_0001085,order_000666,user_00217,merchant_0112,2,2026-01-21,2026-01-19,paid,0.0
inst_0001086,order_000666,user_00217,merchant_0112,3,2026-02-20,2026-02-19,paid,0.0
inst_0001087,order_000668,user_00217,merchant_0057,1,2026-01-15,2026-01-15,paid,0.0
inst_0001088,order_000668,user_00217,merchant_0057,2,2026-02-14,2026-02-14,paid,0.0
inst_0001089,order_000668,user_00217,merchant_0057,3,2026-03-16,2026-03-14,paid,0.0
inst_0001090,order_000669,user_00218,merchant_0057,1,2026-01-15,2026-01-19,late,4.0
inst_0001091,order_000669,user_00218,merchant_0057,2,2026-02-14,2026-02-14,paid,0.0
inst_0001092,order_000669,user_00218,merchant_0057,3,2026-03-16,2026-03-14,paid,0.0
inst_0001093,order_000670,user_00218,merchant_0039,1,2025-12-26,2025-12-26,paid,0.0
inst_0001094,order_000670,user_00218,merchant_0039,2,2026-01-25,,unpaid,
inst_0001095,order_000670,user_00218,merchant_0039,3,2026-02-24,2026-02-22,paid,0.0
inst_0001096,order_000671,user_00218,merchant_0017,1,2026-01-29,2026-01-29,paid,0.0
inst_0001097,order_000671,user_00218,merchant_0017,2,2026-02-28,2026-02-27,paid,0.0
inst_0001098,order_000671,user_00218,merchant_0017,3,2026-03-30,2026-03-30,paid,0.0
inst_0001099,order_000672,user_00219,merchant_0007,1,2026-01-19,,unpaid,
inst_0001100,order_000672,user_00219,merchant_0007,2,2026-02-18,2026-02-16,paid,0.0
inst_0001101,order_000672,user_00219,merchant_0007,3,2026-03-20,2026-03-18,paid,0.0
inst_0001102,order_000673,user_00220,merchant_0085,1,2025-10-23,2025-10-23,paid,0.0
inst_0001103,order_000673,user_00220,merchant_0085,2,2025-11-22,2025-11-30,late,8.0
inst_0001104,order_000673,user_00220,merchant_0085,3,2025-12-22,2025-12-21,paid,0.0
inst_0001105,order_000674,user_00220,merchant_0006,1,2025-12-28,2026-01-17,late,20.0
inst_0001106,order_000674,user_00220,merchant_0006,2,2026-01-27,2026-01-25,paid,0.0
inst_0001107,order_000674,user_00220,merchant_0006,3,2026-02-26,2026-03-16,late,18.0
inst_0001108,order_000675,user_00220,merchant_0103,1,2025-12-29,2026-01-01,late,3.0
inst_0001109,order_000675,user_00220,merchant_0103,2,2026-01-28,2026-01-27,paid,0.0
inst_0001110,order_000675,user_00220,merchant_0103,3,2026-02-27,2026-02-25,paid,0.0
inst_0001111,order_000677,user_00220,merchant_0026,1,2025-12-08,2025-12-08,paid,0.0
inst_0001112,order_000677,user_00220,merchant_0026,2,2026-01-07,2026-01-06,paid,0.0
inst_0001113,order_000677,user_00220,merchant_0026,3,2026-02-06,2026-02-05,paid,0.0
inst_0001114,order_000681,user_00222,merchant_0077,1,2026-01-10,,unpaid,
inst_0001115,order_000681,user_00222,merchant_0077,2,2026-02-09,2026-02-07,paid,0.0
inst_0001116,order_000681,user_00222,merchant_0077,3,2026-03-11,2026-03-09,paid,0.0
inst_0001117,order_000682,user_00222,merchant_0012,1,2026-01-31,2026-01-30,paid,0.0
inst_0001118,order_000682,user_00222,merchant_0012,2,2026-03-02,2026-03-02,paid,0.0
inst_0001119,order_000682,user_00222,merchant_0012,3,2026-04-01,2026-04-01,paid,0.0
inst_0001120,order_000683,user_00222,merchant_0098,1,2026-01-30,2026-02-22,late,23.0
inst_0001121,order_000683,user_00222,merchant_0098,2,2026-03-01,2026-02-27,paid,0.0
inst_0001122,order_000683,user_00222,merchant_0098,3,2026-03-31,2026-03-29,paid,0.0
inst_0001123,order_000684,user_00222,merchant_0120,1,2025-11-17,2025-11-15,paid,0.0
inst_0001124,order_000684,user_00222,merchant_0120,2,2025-12-17,,unpaid,
inst_0001125,order_000684,user_00222,merchant_0120,3,2026-01-16,2026-01-14,paid,0.0
inst_0001126,order_000686,user_00223,merchant_0014,1,2026-02-08,2026-02-06,paid,0.0
inst_0001127,order_000686,user_00223,merchant_0014,2,2026-03-10,2026-03-10,paid,0.0
inst_0001128,order_000686,user_00223,merchant_0014,3,2026-04-09,2026-04-08,paid,0.0
inst_0001129,order_000687,user_00223,merchant_0120,1,2025-12-21,2025-12-21,paid,0.0
inst_0001130,order_000687,user_00223,merchant_0120,2,2026-01-20,2026-01-19,paid,0.0
inst_0001131,order_000687,user_00223,merchant_0120,3,2026-02-19,2026-02-17,paid,0.0
inst_0001132,order_000688,user_00223,merchant_0027,1,2025-12-09,2025-12-15,late,6.0
inst_0001133,order_000688,user_00223,merchant_0027,2,2026-01-08,2026-01-06,paid,0.0
inst_0001134,order_000688,user_00223,merchant_0027,3,2026-02-07,2026-02-07,paid,0.0
inst_0001135,order_000689,user_00223,merchant_0102,1,2025-12-30,2025-12-28,paid,0.0
inst_0001136,order_000689,user_00223,merchant_0102,2,2026-01-29,2026-01-28,paid,0.0
inst_0001137,order_000689,user_00223,merchant_0102,3,2026-02-28,2026-03-09,late,9.0
inst_0001138,order_000690,user_00224,merchant_0087,1,2026-01-04,2026-01-11,late,7.0
inst_0001139,order_000690,user_00224,merchant_0087,2,2026-02-03,2026-02-16,late,13.0
inst_0001140,order_000690,user_00224,merchant_0087,3,2026-03-05,2026-03-19,late,14.0
inst_0001141,order_000691,user_00224,merchant_0077,1,2025-11-16,2025-11-14,paid,0.0
inst_0001142,order_000691,user_00224,merchant_0077,2,2025-12-16,2025-12-14,paid,0.0
inst_0001143,order_000691,user_00224,merchant_0077,3,2026-01-15,2026-02-04,late,20.0
inst_0001144,order_000692,user_00224,merchant_0095,1,2026-01-28,2026-01-28,paid,0.0
inst_0001145,order_000692,user_00224,merchant_0095,2,2026-02-27,2026-02-26,paid,0.0
inst_0001146,order_000692,user_00224,merchant_0095,3,2026-03-29,2026-04-14,late,16.0
inst_0001147,order_000693,user_00225,merchant_0114,1,2026-03-19,2026-03-17,paid,0.0
inst_0001148,order_000693,user_00225,merchant_0114,2,2026-04-18,2026-04-18,paid,0.0
inst_0001149,order_000693,user_00225,merchant_0114,3,2026-05-18,2026-06-09,late,22.0
inst_0001150,order_000694,user_00226,merchant_0022,1,2026-01-11,2026-01-11,paid,0.0
inst_0001151,order_000694,user_00226,merchant_0022,2,2026-02-10,,unpaid,
inst_0001152,order_000694,user_00226,merchant_0022,3,2026-03-12,,unpaid,
inst_0001153,order_000695,user_00226,merchant_0019,1,2026-01-29,2026-01-27,paid,0.0
inst_0001154,order_000695,user_00226,merchant_0019,2,2026-02-28,2026-02-26,paid,0.0
inst_0001155,order_000695,user_00226,merchant_0019,3,2026-03-30,2026-03-30,paid,0.0
inst_0001156,order_000696,user_00226,merchant_0072,1,2026-01-21,2026-01-19,paid,0.0
inst_0001157,order_000696,user_00226,merchant_0072,2,2026-02-20,2026-02-18,paid,0.0
inst_0001158,order_000696,user_00226,merchant_0072,3,2026-03-22,2026-03-21,paid,0.0
inst_0001159,order_000698,user_00227,merchant_0101,1,2025-11-22,2025-11-22,paid,0.0
inst_0001160,order_000698,user_00227,merchant_0101,2,2025-12-22,2025-12-22,paid,0.0
inst_0001161,order_000698,user_00227,merchant_0101,3,2026-01-21,2026-01-19,paid,0.0
inst_0001162,order_000699,user_00227,merchant_0109,1,2025-11-09,2025-11-07,paid,0.0
inst_0001163,order_000699,user_00227,merchant_0109,2,2025-12-09,2025-12-08,paid,0.0
inst_0001164,order_000699,user_00227,merchant_0109,3,2026-01-08,2026-01-07,paid,0.0
inst_0001165,order_000700,user_00227,merchant_0112,1,2026-01-18,2026-01-17,paid,0.0
inst_0001166,order_000700,user_00227,merchant_0112,2,2026-02-17,2026-02-16,paid,0.0
inst_0001167,order_000700,user_00227,merchant_0112,3,2026-03-19,2026-03-19,paid,0.0
inst_0001168,order_000702,user_00228,merchant_0051,1,2025-11-26,2025-11-26,paid,0.0
inst_0001169,order_000702,user_00228,merchant_0051,2,2025-12-26,2025-12-25,paid,0.0
inst_0001170,order_000702,user_00228,merchant_0051,3,2026-01-25,2026-01-25,paid,0.0
inst_0001171,order_000703,user_00228,merchant_0111,1,2026-01-20,,unpaid,
inst_0001172,order_000703,user_00228,merchant_0111,2,2026-02-19,2026-03-06,late,15.0
inst_0001173,order_000703,user_00228,merchant_0111,3,2026-03-21,,unpaid,
inst_0001174,order_000704,user_00228,merchant_0115,1,2025-11-03,2025-11-02,paid,0.0
inst_0001175,order_000704,user_00228,merchant_0115,2,2025-12-03,2025-12-01,paid,0.0
inst_0001176,order_000704,user_00228,merchant_0115,3,2026-01-02,2025-12-31,paid,0.0
inst_0001177,order_000705,user_00228,merchant_0002,1,2026-01-20,2026-01-20,paid,0.0
inst_0001178,order_000705,user_00228,merchant_0002,2,2026-02-19,,unpaid,
inst_0001179,order_000705,user_00228,merchant_0002,3,2026-03-21,2026-03-19,paid,0.0
inst_0001180,order_000708,user_00229,merchant_0008,1,2026-02-23,,unpaid,
inst_0001181,order_000708,user_00229,merchant_0008,2,2026-03-25,2026-03-31,late,6.0
inst_0001182,order_000708,user_00229,merchant_0008,3,2026-04-24,2026-04-22,paid,0.0
inst_0001183,order_000709,user_00229,merchant_0105,1,2026-01-23,2026-01-23,paid,0.0
inst_0001184,order_000709,user_00229,merchant_0105,2,2026-02-22,,unpaid,
inst_0001185,order_000709,user_00229,merchant_0105,3,2026-03-24,2026-04-02,late,9.0
inst_0001186,order_000710,user_00229,merchant_0027,1,2026-03-04,2026-03-04,paid,0.0
inst_0001187,order_000710,user_00229,merchant_0027,2,2026-04-03,2026-04-10,late,7.0
inst_0001188,order_000710,user_00229,merchant_0027,3,2026-05-03,2026-05-02,paid,0.0
inst_0001189,order_000711,user_00230,merchant_0046,1,2026-01-14,2026-01-13,paid,0.0
inst_0001190,order_000711,user_00230,merchant_0046,2,2026-02-13,2026-02-12,paid,0.0
inst_0001191,order_000711,user_00230,merchant_0046,3,2026-03-15,2026-03-14,paid,0.0
inst_0001192,order_000712,user_00230,merchant_0046,1,2026-02-11,2026-02-10,paid,0.0
inst_0001193,order_000712,user_00230,merchant_0046,2,2026-03-13,2026-03-11,paid,0.0
