order_id,user_id,merchant_id,order_date,amount,currency,installments_count_x,status,signup_date,kyc_level,city,account_status,created_at,updated_at,merchant_name,category,city_merchant,merchant_status,created_at_merchant,updated_at_merchant,installments_count_y,paid_installments,late_installments,unpaid_installments,max_late_days,successful_payments,failed_payments,has_dispute,refund_amount
order_000632,user_00207,merchant_0065,2025-12-13,1766,MAD,3,rejected,2025-11-12,basic,Casablanca,active,2025-11-12 11:45:03.427010,2025-11-12 11:45:03.427010,Merchant 65,fashion,Rabat,active,2025-10-03 11:46:47.416889,2025-10-03 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000633,user_00207,merchant_0105,2025-11-24,605,MAD,3,approved,2025-11-12,basic,Casablanca,active,2025-11-12 11:45:03.427010,2025-11-12 11:45:03.427010,Merchant 105,travel,Rabat,active,2025-10-14 11:46:47.416889,2025-10-14 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000634,user_00208,merchant_0001,2025-11-01,1336,MAD,3,approved,2025-10-22,full,Casablanca,active,2025-10-22 11:45:03.427010,2025-10-22 11:45:03.427010,Merchant 1,fashion,Marrakech,active,2025-09-27 11:46:47.416889,2025-09-27 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000635,user_00208,merchant_0051,2025-12-03,1671,MAD,3,approved,2025-10-22,full,Casablanca,active,2025-10-22 11:45:03.427010,2025-10-22 11:45:03.427010,Merchant 51,home,Rabat,active,2025-09-30 11:46:47.416889,2025-09-30 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000636,user_00208,merchant_0060,2025-10-29,501,MAD,3,rejected,2025-10-22,full,Casablanca,active,2025-10-22 11:45:03.427010,2025-10-22 11:45:03.427010,Merchant 60,fashion,Rabat,closed,2025-07-27 11:46:47.416889,2025-07-27 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000637,user_00208,merchant_0004,2026-01-20,3367,MAD,3,rejected,2025-10-22,full,Casablanca,active,2025-10-22 11:45:03.427010,2025-10-22 11:45:03.427010,Merchant 4,travel,Marrakech,blocked,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000638,user_00209,merchant_0014,2025-12-01,1484,MAD,3,rejected,2025-09-29,basic,Casablanca,suspended,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 14,electronics,Marrakech,active,2025-07-23 11:46:47.416889,2025-07-23 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000639,user_00209,merchant_0105,2025-12-02,2571,MAD,3,rejected,2025-09-29,basic,Casablanca,suspended,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 105,travel,Rabat,active,2025-10-14 11:46:47.416889,2025-10-14 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000640,user_00209,merchant_0050,2025-12-12,2872,MAD,3,rejected,2025-09-29,basic,Casablanca,suspended,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 50,home,Casablanca,active,2025-09-01 11:46:47.416889,2025-09-01 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000641,user_00209,merchant_0039,2025-10-19,1888,MAD,3,approved,2025-09-29,basic,Casablanca,suspended,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000642,user_00210,merchant_0047,2025-11-20,1810,MAD,3,approved,2025-10-05,full,Marrakech,active,2025-10-05 11:45:03.427010,2025-10-05 11:45:03.427010,Merchant 47,home,Marrakech,active,2025-10-31 11:46:47.416889,2025-10-31 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000643,user_00211,merchant_0019,2025-12-13,3324,MAD,3,approved,2025-09-20,basic,Casablanca,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 19,home,Casablanca,active,2025-08-24 11:46:47.416889,2025-08-24 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000644,user_00212,merchant_0039,2025-12-16,2037,MAD,3,approved,2025-12-02,full,Rabat,active,2025-12-02 11:45:03.427010,2025-12-02 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000645,user_00212,merchant_0039,2025-12-26,2511,MAD,3,rejected,2025-12-02,full,Rabat,active,2025-12-02 11:45:03.427010,2025-12-02 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000646,user_00212,merchant_0091,2026-01-18,2680,MAD,3,rejected,2025-12-02,full,Rabat,active,2025-12-02 11:45:03.427010,2025-12-02 11:45:03.427010,Merchant 91,travel,Casablanca,active,2025-08-12 11:46:47.416889,2025-08-12 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000647,user_00212,merchant_0055,2026-01-05,1703,MAD,3,approved,2025-12-02,full,Rabat,active,2025-12-02 11:45:03.427010,2025-12-02 11:45:03.427010,Merchant 55,travel,Marrakech,active,2025-07-20 11:46:47.416889,2025-07-20 11:46:47.416889,3.0,2,1,0,25.0,3,0,0,0.0
order_000648,user_00212,merchant_0044,2026-01-22,690,MAD,3,approved,2025-12-02,full,Rabat,active,2025-12-02 11:45:03.427010,2025-12-02 11:45:03.427010,Merchant 44,travel,Rabat,active,2025-10-06 11:46:47.416889,2025-10-06 11:46:47.416889,3.0,2,0,1,0.0,2,0,0,0.0
order_000649,user_00213,merchant_0075,2025-11-06,1995,MAD,3,approved,2025-10-31,basic,Rabat,active,2025-10-31 11:45:03.427010,2025-10-31 11:45:03.427010,Merchant 75,travel,Marrakech,active,2025-08-11 11:46:47.416889,2025-08-11 11:46:47.416889,3.0,0,3,0,22.0,2,1,0,0.0
order_000650,user_00213,merchant_0041,2025-11-06,2248,MAD,3,approved,2025-10-31,basic,Rabat,active,2025-10-31 11:45:03.427010,2025-10-31 11:45:03.427010,Merchant 41,electronics,Casablanca,active,2025-08-16 11:46:47.416889,2025-08-16 11:46:47.416889,3.0,2,1,0,24.0,2,1,0,0.0
order_000651,user_00213,merchant_0056,2025-11-04,2519,MAD,3,approved,2025-10-31,basic,Rabat,active,2025-10-31 11:45:03.427010,2025-10-31 11:45:03.427010,Merchant 56,home,Marrakech,active,2025-10-02 11:46:47.416889,2025-10-02 11:46:47.416889,3.0,2,1,0,10.0,3,0,0,0.0
order_000652,user_00214,merchant_0006,2026-01-30,614,MAD,3,rejected,2025-11-26,basic,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 6,home,Rabat,active,2025-08-18 11:46:47.416889,2025-08-18 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000653,user_00214,merchant_0104,2025-11-28,1165,MAD,3,approved,2025-11-26,basic,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 104,electronics,Marrakech,active,2025-08-28 11:46:47.416889,2025-08-28 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000654,user_00214,merchant_0089,2025-12-12,3399,MAD,3,rejected,2025-11-26,basic,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 89,fashion,Rabat,active,2025-10-15 11:46:47.416889,2025-10-15 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000655,user_00215,merchant_0096,2025-12-30,2022,MAD,3,rejected,2025-12-15,basic,Marrakech,active,2025-12-15 11:45:03.427010,2025-12-15 11:45:03.427010,Merchant 96,travel,Rabat,active,2025-07-31 11:46:47.416889,2025-07-31 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000656,user_00215,merchant_0045,2026-03-10,3484,MAD,3,approved,2025-12-15,basic,Marrakech,active,2025-12-15 11:45:03.427010,2025-12-15 11:45:03.427010,Merchant 45,travel,Casablanca,active,2025-10-05 11:46:47.416889,2025-10-05 11:46:47.416889,3.0,0,3,0,11.0,3,0,0,0.0
order_000657,user_00215,merchant_0001,2026-01-01,3010,MAD,3,approved,2025-12-15,basic,Marrakech,active,2025-12-15 11:45:03.427010,2025-12-15 11:45:03.427010,Merchant 1,fashion,Marrakech,active,2025-09-27 11:46:47.416889,2025-09-27 11:46:47.416889,3.0,2,1,0,6.0,3,0,0,0.0
order_000658,user_00215,merchant_0045,2026-02-04,2574,MAD,3,rejected,2025-12-15,basic,Marrakech,active,2025-12-15 11:45:03.427010,2025-12-15 11:45:03.427010,Merchant 45,travel,Casablanca,active,2025-10-05 11:46:47.416889,2025-10-05 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000659,user_00215,merchant_0019,2025-12-24,2098,MAD,3,rejected,2025-12-15,basic,Marrakech,active,2025-12-15 11:45:03.427010,2025-12-15 11:45:03.427010,Merchant 19,home,Casablanca,active,2025-08-24 11:46:47.416889,2025-08-24 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000660,user_00216,merchant_0020,2026-01-13,1999,MAD,3,approved,2025-12-12,full,Casablanca,active,2025-12-12 11:45:03.427010,2025-12-12 11:45:03.427010,Merchant 20,electronics,Casablanca,active,2025-09-23 11:46:47.416889,2025-09-23 11:46:47.416889,3.0,2,1,0,24.0,3,0,0,0.0
order_000661,user_00216,merchant_0033,2025-12-23,2110,MAD,3,approved,2025-12-12,full,Casablanca,active,2025-12-12 11:45:03.427010,2025-12-12 11:45:03.427010,Merchant 33,travel,Rabat,active,2025-07-19 11:46:47.416889,2025-07-19 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000662,user_00216,merchant_0101,2026-01-25,2992,MAD,3,rejected,2025-12-12,full,Casablanca,active,2025-12-12 11:45:03.427010,2025-12-12 11:45:03.427010,Merchant 101,fashion,Rabat,active,2025-08-15 11:46:47.416889,2025-08-15 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000663,user_00216,merchant_0006,2026-01-03,1357,MAD,3,approved,2025-12-12,full,Casablanca,active,2025-12-12 11:45:03.427010,2025-12-12 11:45:03.427010,Merchant 6,home,Rabat,active,2025-08-18 11:46:47.416889,2025-08-18 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000664,user_00216,merchant_0050,2025-12-22,445,MAD,3,approved,2025-12-12,full,Casablanca,active,2025-12-12 11:45:03.427010,2025-12-12 11:45:03.427010,Merchant 50,home,Casablanca,active,2025-09-01 11:46:47.416889,2025-09-01 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000665,user_00217,merchant_0003,2025-11-15,3307,MAD,3,rejected,2025-11-04,full,Casablanca,active,2025-11-04 11:45:03.427010,2025-11-04 11:45:03.427010,Merchant 3,travel,Casablanca,active,2025-11-05 11:46:47.416889,2025-11-05 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000666,user_00217,merchant_0112,2025-11-22,504,MAD,3,approved,2025-11-04,full,Casablanca,active,2025-11-04 11:45:03.427010,2025-11-04 11:45:03.427010,Merchant 112,travel,Rabat,active,2025-11-05 11:46:47.416889,2025-11-05 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000667,user_00217,merchant_0057,2025-11-28,3094,MAD,3,rejected,2025-11-04,full,Casablanca,active,2025-11-04 11:45:03.427010,2025-11-04 11:45:03.427010,Merchant 57,travel,Casablanca,active,2025-08-06 11:46:47.416889,2025-08-06 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000668,user_00217,merchant_0057,2025-12-16,484,MAD,3,approved,2025-11-04,full,Casablanca,active,2025-11-04 11:45:03.427010,2025-11-04 11:45:03.427010,Merchant 57,travel,Casablanca,active,2025-08-06 11:46:47.416889,2025-08-06 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000669,user_00218,merchant_0057,2025-12-16,639,MAD,3,approved,2025-11-03,full,Rabat,active,2025-11-03 11:45:03.427010,2025-11-03 11:45:03.427010,Merchant 57,travel,Casablanca,active,2025-08-06 11:46:47.416889,2025-08-06 11:46:47.416889,3.0,2,1,0,4.0,3,0,0,0.0
order_000670,user_00218,merchant_0039,2025-11-26,2838,MAD,3,approved,2025-11-03,full,Rabat,active,2025-11-03 11:45:03.427010,2025-11-03 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,3.0,2,0,1,0.0,2,0,0,0.0
order_000671,user_00218,merchant_0017,2025-12-30,532,MAD,3,approved,2025-11-03,full,Rabat,active,2025-11-03 11:45:03.427010,2025-11-03 11:45:03.427010,Merchant 17,home,Casablanca,active,2025-11-01 11:46:47.416889,2025-11-01 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000672,user_00219,merchant_0007,2025-12-20,2257,MAD,3,approved,2025-11-07,full,Marrakech,active,2025-11-07 11:45:03.427010,2025-11-07 11:45:03.427010,Merchant 7,home,Casablanca,active,2025-10-09 11:46:47.416889,2025-10-09 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000673,user_00220,merchant_0085,2025-09-23,779,MAD,3,approved,2025-09-20,basic,Casablanca,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 85,fashion,Marrakech,active,2025-10-26 11:46:47.416889,2025-10-26 11:46:47.416889,3.0,2,1,0,8.0,3,0,1,705.81
order_000674,user_00220,merchant_0006,2025-11-28,3344,MAD,3,approved,2025-09-20,basic,Casablanca,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 6,home,Rabat,active,2025-08-18 11:46:47.416889,2025-08-18 11:46:47.416889,3.0,1,2,0,20.0,3,0,0,0.0
order_000675,user_00220,merchant_0103,2025-11-29,585,MAD,3,approved,2025-09-20,basic,Casablanca,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 103,fashion,Marrakech,active,2025-07-30 11:46:47.416889,2025-07-30 11:46:47.416889,3.0,2,1,0,3.0,3,0,0,0.0
order_000676,user_00220,merchant_0039,2025-10-30,1697,MAD,3,rejected,2025-09-20,basic,Casablanca,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000677,user_00220,merchant_0026,2025-11-08,411,MAD,3,approved,2025-09-20,basic,Casablanca,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 26,travel,Rabat,active,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000678,user_00221,merchant_0058,2026-01-17,3145,MAD,3,rejected,2025-11-09,basic,Marrakech,suspended,2025-11-09 11:45:03.427010,2025-11-09 11:45:03.427010,Merchant 58,travel,Marrakech,active,2025-10-04 11:46:47.416889,2025-10-04 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000679,user_00221,merchant_0110,2025-12-21,430,MAD,3,rejected,2025-11-09,basic,Marrakech,suspended,2025-11-09 11:45:03.427010,2025-11-09 11:45:03.427010,Merchant 110,electronics,Rabat,active,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000680,user_00221,merchant_0101,2026-01-14,1417,MAD,3,rejected,2025-11-09,basic,Marrakech,suspended,2025-11-09 11:45:03.427010,2025-11-09 11:45:03.427010,Merchant 101,fashion,Rabat,active,2025-08-15 11:46:47.416889,2025-08-15 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000681,user_00222,merchant_0077,2025-12-11,671,MAD,3,approved,2025-10-13,full,Rabat,active,2025-10-13 11:45:03.427010,2025-10-13 11:45:03.427010,Merchant 77,electronics,Casablanca,active,2025-07-30 11:46:47.416889,2025-07-30 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000682,user_00222,merchant_0012,2026-01-01,2361,MAD,3,approved,2025-10-13,full,Rabat,active,2025-10-13 11:45:03.427010,2025-10-13 11:45:03.427010,Merchant 12,electronics,Casablanca,active,2025-10-16 11:46:47.416889,2025-10-16 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000683,user_00222,merchant_0098,2025-12-31,3786,MAD,3,approved,2025-10-13,full,Rabat,active,2025-10-13 11:45:03.427010,2025-10-13 11:45:03.427010,Merchant 98,electronics,Rabat,active,2025-09-04 11:46:47.416889,2025-09-04 11:46:47.416889,3.0,2,1,0,23.0,3,0,0,0.0
order_000684,user_00222,merchant_0120,2025-10-18,1489,MAD,3,approved,2025-10-13,full,Rabat,active,2025-10-13 11:45:03.427010,2025-10-13 11:45:03.427010,Merchant 120,travel,Marrakech,active,2025-08-28 11:46:47.416889,2025-08-28 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000685,user_00223,merchant_0036,2025-12-12,3223,MAD,3,rejected,2025-10-16,full,Rabat,active,2025-10-16 11:45:03.427010,2025-10-16 11:45:03.427010,Merchant 36,electronics,Casablanca,closed,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000686,user_00223,merchant_0014,2026-01-09,1309,MAD,3,approved,2025-10-16,full,Rabat,active,2025-10-16 11:45:03.427010,2025-10-16 11:45:03.427010,Merchant 14,electronics,Marrakech,active,2025-07-23 11:46:47.416889,2025-07-23 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000687,user_00223,merchant_0120,2025-11-21,3790,MAD,3,approved,2025-10-16,full,Rabat,active,2025-10-16 11:45:03.427010,2025-10-16 11:45:03.427010,Merchant 120,travel,Marrakech,active,2025-08-28 11:46:47.416889,2025-08-28 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000688,user_00223,merchant_0027,2025-11-09,1678,MAD,3,approved,2025-10-16,full,Rabat,active,2025-10-16 11:45:03.427010,2025-10-16 11:45:03.427010,Merchant 27,electronics,Casablanca,active,2025-10-12 11:46:47.416889,2025-10-12 11:46:47.416889,3.0,2,1,0,6.0,3,0,0,0.0
order_000689,user_00223,merchant_0102,2025-11-30,3019,MAD,3,approved,2025-10-16,full,Rabat,active,2025-10-16 11:45:03.427010,2025-10-16 11:45:03.427010,Merchant 102,electronics,Casablanca,active,2025-09-15 11:46:47.416889,2025-09-15 11:46:47.416889,3.0,2,1,0,9.0,3,0,0,0.0
order_000690,user_00224,merchant_0087,2025-12-05,3112,MAD,3,approved,2025-10-02,basic,Casablanca,active,2025-10-02 11:45:03.427010,2025-10-02 11:45:03.427010,Merchant 87,fashion,Casablanca,active,2025-07-21 11:46:47.416889,2025-07-21 11:46:47.416889,3.0,0,3,0,14.0,3,0,0,0.0
order_000691,user_00224,merchant_0077,2025-10-17,457,MAD,3,approved,2025-10-02,basic,Casablanca,active,2025-10-02 11:45:03.427010,2025-10-02 11:45:03.427010,Merchant 77,electronics,Casablanca,active,2025-07-30 11:46:47.416889,2025-07-30 11:46:47.416889,3.0,2,1,0,20.0,3,0,0,0.0
order_000692,user_00224,merchant_0095,2025-12-29,2082,MAD,3,approved,2025-10-02,basic,Casablanca,active,2025-10-02 11:45:03.427010,2025-10-02 11:45:03.427010,Merchant 95,electronics,Rabat,active,2025-08-19 11:46:47.416889,2025-08-19 11:46:47.416889,3.0,2,1,0,16.0,3,0,0,0.0
order_000693,user_00225,merchant_0114,2026-02-17,1298,MAD,3,approved,2025-11-27,full,Rabat,active,2025-11-27 11:45:03.427010,2025-11-27 11:45:03.427010,Merchant 114,travel,Rabat,active,2025-11-01 11:46:47.416889,2025-11-01 11:46:47.416889,3.0,2,1,0,22.0,3,0,0,0.0
order_000694,user_00226,merchant_0022,2025-12-12,1340,MAD,3,approved,2025-10-18,full,Casablanca,active,2025-10-18 11:45:03.427010,2025-10-18 11:45:03.427010,Merchant 22,fashion,Marrakech,active,2025-10-09 11:46:47.416889,2025-10-09 11:46:47.416889,3.0,1,0,2,0.0,1,2,0,0.0
order_000695,user_00226,merchant_0019,2025-12-30,1830,MAD,3,approved,2025-10-18,full,Casablanca,active,2025-10-18 11:45:03.427010,2025-10-18 11:45:03.427010,Merchant 19,home,Casablanca,active,2025-08-24 11:46:47.416889,2025-08-24 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000696,user_00226,merchant_0072,2025-12-22,999,MAD,3,approved,2025-10-18,full,Casablanca,active,2025-10-18 11:45:03.427010,2025-10-18 11:45:03.427010,Merchant 72,fashion,Marrakech,active,2025-10-14 11:46:47.416889,2025-10-14 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000697,user_00226,merchant_0006,2026-01-04,3207,MAD,3,rejected,2025-10-18,full,Casablanca,active,2025-10-18 11:45:03.427010,2025-10-18 11:45:03.427010,Merchant 6,home,Rabat,active,2025-08-18 11:46:47.416889,2025-08-18 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000698,user_00227,merchant_0101,2025-10-23,1212,MAD,3,approved,2025-09-21,full,Marrakech,active,2025-09-21 11:45:03.427010,2025-09-21 11:45:03.427010,Merchant 101,fashion,Rabat,active,2025-08-15 11:46:47.416889,2025-08-15 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000699,user_00227,merchant_0109,2025-10-10,408,MAD,3,approved,2025-09-21,full,Marrakech,active,2025-09-21 11:45:03.427010,2025-09-21 11:45:03.427010,Merchant 109,electronics,Casablanca,active,2025-09-15 11:46:47.416889,2025-09-15 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000700,user_00227,merchant_0112,2025-12-19,332,MAD,3,approved,2025-09-21,full,Marrakech,active,2025-09-21 11:45:03.427010,2025-09-21 11:45:03.427010,Merchant 112,travel,Rabat,active,2025-11-05 11:46:47.416889,2025-11-05 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000701,user_00228,merchant_0004,2025-10-20,1888,MAD,3,rejected,2025-09-29,full,Casablanca,active,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 4,travel,Marrakech,blocked,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000702,user_00228,merchant_0051,2025-10-27,2277,MAD,3,approved,2025-09-29,full,Casablanca,active,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 51,home,Rabat,active,2025-09-30 11:46:47.416889,2025-09-30 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000703,user_00228,merchant_0111,2025-12-21,1614,MAD,3,approved,2025-09-29,full,Casablanca,active,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 111,travel,Rabat,active,2025-10-27 11:46:47.416889,2025-10-27 11:46:47.416889,3.0,0,1,2,15.0,0,3,1,1396.69
order_000704,user_00228,merchant_0115,2025-10-04,2529,MAD,3,approved,2025-09-29,full,Casablanca,active,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 115,home,Casablanca,active,2025-08-09 11:46:47.416889,2025-08-09 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000705,user_00228,merchant_0002,2025-12-21,1610,MAD,3,approved,2025-09-29,full,Casablanca,active,2025-09-29 11:45:03.427010,2025-09-29 11:45:03.427010,Merchant 2,travel,Casablanca,active,2025-09-11 11:46:47.416889,2025-09-11 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000706,user_00229,merchant_0037,2026-01-03,558,MAD,3,rejected,2025-11-05,full,Casablanca,active,2025-11-05 11:45:03.427010,2025-11-05 11:45:03.427010,Merchant 37,travel,Marrakech,closed,2025-07-20 11:46:47.416889,2025-07-20 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000707,user_00229,merchant_0004,2025-12-08,3818,MAD,3,rejected,2025-11-05,full,Casablanca,active,2025-11-05 11:45:03.427010,2025-11-05 11:45:03.427010,Merchant 4,travel,Marrakech,blocked,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000708,user_00229,merchant_0008,2026-01-24,3691,MAD,3,approved,2025-11-05,full,Casablanca,active,2025-11-05 11:45:03.427010,2025-11-05 11:45:03.427010,Merchant 8,fashion,Marrakech,active,2025-11-12 11:46:47.416889,2025-11-12 11:46:47.416889,3.0,1,1,1,6.0,2,0,0,0.0
order_000709,user_00229,merchant_0105,2025-12-24,1512,MAD,3,approved,2025-11-05,full,Casablanca,active,2025-11-05 11:45:03.427010,2025-11-05 11:45:03.427010,Merchant 105,travel,Rabat,active,2025-10-14 11:46:47.416889,2025-10-14 11:46:47.416889,3.0,1,1,1,9.0,2,0,0,0.0
order_000710,user_00229,merchant_0027,2026-02-02,3322,MAD,3,approved,2025-11-05,full,Casablanca,active,2025-11-05 11:45:03.427010,2025-11-05 11:45:03.427010,Merchant 27,electronics,Casablanca,active,2025-10-12 11:46:47.416889,2025-10-12 11:46:47.416889,3.0,2,1,0,7.0,3,0,0,0.0
order_000711,user_00230,merchant_0046,2025-12-15,1644,MAD,3,approved,2025-12-03,full,Rabat,active,2025-12-03 11:45:03.427010,2025-12-03 11:45:03.427010,Merchant 46,fashion,Casablanca,active,2025-08-10 11:46:47.416889,2025-08-10 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000712,user_00230,merchant_0046,2026-01-12,458,MAD,3,approved,2025-12-03,full,Rabat,active,2025-12-03 11:45:03.427010,2025-12-03 11:45:03.427010,Merchant 46,fashion,Casablanca,active,2025-08-10 11:46:47.416889,2025-08-10 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000713,user_00230,merchant_0105,2025-12-12,2170,MAD,3,approved,2025-12-03,full,Rabat,active,2025-12-03 11:45:03.427010,2025-12-03 11:45:03.427010,Merchant 105,travel,Rabat,active,2025-10-14 11:46:47.416889,2025-10-14 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000714,user_00230,merchant_0024,2026-03-03,922,MAD,3,approved,2025-12-03,full,Rabat,active,2025-12-03 11:45:03.427010,2025-12-03 11:45:03.427010,Merchant 24,electronics,Rabat,active,2025-10-22 11:46:47.416889,2025-10-22 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000715,user_00231,merchant_0088,2025-11-01,2734,MAD,3,approved,2025-10-12,full,Casablanca,active,2025-10-12 11:45:03.427010,2025-10-12 11:45:03.427010,Merchant 88,fashion,Marrakech,active,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,3.0,2,1,0,24.0,3,0,0,0.0
order_000716,user_00232,merchant_0039,2026-02-26,3157,MAD,3,approved,2025-12-10,full,Rabat,active,2025-12-10 11:45:03.427010,2025-12-10 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,3.0,0,3,0,14.0,3,0,0,0.0
order_000717,user_00232,merchant_0002,2026-02-06,3199,MAD,3,approved,2025-12-10,full,Rabat,active,2025-12-10 11:45:03.427010,2025-12-10 11:45:03.427010,Merchant 2,travel,Casablanca,active,2025-09-11 11:46:47.416889,2025-09-11 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000718,user_00232,merchant_0081,2026-01-30,1539,MAD,3,approved,2025-12-10,full,Rabat,active,2025-12-10 11:45:03.427010,2025-12-10 11:45:03.427010,Merchant 81,electronics,Rabat,active,2025-09-02 11:46:47.416889,2025-09-02 11:46:47.416889,3.0,2,1,0,10.0,3,0,0,0.0
